Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Patricia Perez Romo,"Perez Romo,Patricia",4,2.0,Instituto Mexicano del Petróleo,10,2,1,"Mexico City, MX",2014 - 2022,2014,2022,20.0,MUJER,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,2011300,1994.0,,,,,DOCTORADO EN QUÍMICA,"UNIVERSIDAD DE PARÍS VI (PIERRE Y MARIE CURIE), PARÍS, FRANCIA",8184003,2013,1.0,Instituto Mexicano del Petróleo,Líder de proyecto,Mexicana
Paz Del Angel Vicente,"Angel Vicente,Paz Del",4,5.0,PEMEX PETROQUIMICA,9,2,0,"Mexico City, MX",2016 - 2018,2016,2018,23.0,HOMBRE,LICENCIATURA EN FÍSICA,UNIVERSIDAD VERACRUZANA,1.0,1816119,1993.0,,,,,,,,,0.0,,,Mexicana
Pedro Pena Santoyo,"Pena Santoyo,Pedro",4,25.0,"Excalibur Pharmaceuticals, Inc.",3,1,0,"Mexico City, MX",2018 - 2023,2018,2023,36.0,HOMBRE,LICENCIATURA COMO MÉDICO CIRUJANO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,757072,1982.0,,,,,,,,,0.0,,,Mexicana
Rafael Garcia,"Garcia,Rafael",4,16.0,,0,0,0,"Hermosillo, MX",1988 - 2013,1988,2013,,Hombre,,,,,,,,,,,,,,,,,
Rafael Pinto Negroe,"Pinto Negroe,Rafael",4,28.0,"Vidrio Plano de México, S.A. de C.V.",3,0,1,"Mexico City, MX",2000 - 2010,2000,2010,3.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,INSTITUTO POLITÉCNICO NACIONAL,1.0,2507924,1997.0,,,,,,,,,0.0,,,Mexicana
Raquel Maldonado Cabrera,"Maldonado Cabrera,Raquel",4,1.0,International Business Machines Corporation,7,1,0,"Zapopan, MX",2018 - 2022,2018,2022,19.0,MUJER,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,"INSTITUTO TECNOLÓGICO DE NUEVO LAREDO, TAMPS. (I.T",1.0,2990538,1999.0,MAESTRÍA EN TELEINFORMÁTICA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,5577615,2008,,,,,1.0,Amazon Web Services,Software Development Engineer,Mexicana
Raul Arellano MALDONADO,"Arellano MALDONADO,Raul",4,12.0,Colgate-Palmolive Company,6,0,0,"Mexico City, MX",2006 - 2023,2006,2023,,Hombre,,,,,,,,,,,,,,,,,
Raul Medina Mora Icaza,"Medina Mora Icaza,Raul",4,1049.0,Action Technologies Ltd,18,0,1,"Mexico City, MX",1997 - 2000,1997,2000,21.0,HOMBRE,LICENCIATURA EN ACTUARÍA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,404232,1976.0,,,,,,,,,0.0,Bain & Company,"Vice President Global Partnerships, Latin America",Mexicana
Raul Santillan Galvan,"Santillan Galvan,Raul",4,5.0,MABE S.A. DE C.V.,2,0,0,"Querétaro, MX",2014 - 2019,2014,2019,12.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,INSTITUTO TECNOLÓGICO DE MORELIA,1.0,3732761,2002.0,MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE CONTROL AUTOMÁTICO,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DE,3906777,2003,,,,,1.0,Mabe Corporativo,Appliance Performance Specialist,Mexicana
Rene Martinez Sierra,"Martinez Sierra,Rene",4,8.0,"QUALTIA ALIMENTOS OPERACIONES, S. DE R.L. DE C.V.",2,0,0,"San Nicolás de los Garza, MX",2022 - 2024,2022,2024,17.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL,"UNIVERSIDAD MARISTA (CENTRO UNIVERSITARIO MÉXICO,",0.0,4558557,2005.0,,,,,,,,,0.0,Qualtia Alimentos,Gerente de Empacotecnia,Mexicana
Ricardo David Luna Olvera,"Luna Olvera,Ricardo David",4,0.0,"Ford Global Technologies, LLC",5,0,0,"Mexico City, MX",2018 - 2019,2018,2019,4.0,HOMBRE,LICENCIATURA EN MECATRÓNICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,14193079,2014.0,,,,,,,,,0.0,,,Mexicana
Ricardo Hernandez,"Hernandez,Ricardo",4,30.0,"Visteon Global Technologies, Inc.",6,0,3,"General Escobedo, MX",1998 - 2017,1998,2017,,Hombre,,,,,,,,,,,,,,,,,
Roberto Betancourt Sanchez,"Betancourt Sanchez,Roberto",4,2.0,"Bridgefy, Inc.",3,0,0,"Mexico City, MX",2019 - 2021,2019,2021,7.0,HOMBRE,LICENCIATURA EN INFORMÁTICA ADMINISTRATIVA,"UNIVERSIDAD DEL VALLE DE MÉXICO, CAMPUS COYOACÁN",0.0,7305545,2012.0,,,,,,,,,0.0,,,Mexicana
Roberto Camposeco Solis,"Camposeco Solis,Roberto",4,2.0,Instituto Mexicano del Petróleo,8,0,0,"Mexico City, MX",2017 - 2020,2017,2020,8.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,INSTITUTO POLITÉCNICO NACIONAL,1.0,5879753,2009.0,MAESTRÍA EN CIENCIAS E INGENIERÍA (DE MATERIALES),UNIVERSIDAD AUTÓNOMA METROPOLITANA,11315877,2018,DOCTORADO EN CIENCIAS E INGENIERÍA (DE MATERIALES),UNIVERSIDAD AUTÓNOMA METROPOLITANA,11394711,2018,1.0,,,Mexicana
Roberto De la Rosa Santamaria,"De la Rosa Santamaria,Roberto",4,15.0,NUtech Ventures,1,1,1,"Cárdenas, MX",2016 - 2021,2016,2021,17.0,HOMBRE,LICENCIATURA COMO INGENIERO AGRÓNOMO ESP. EN PARASITOLOGÍA AGRÍCOLA,UNIVERSIDAD AUTÓNOMA CHAPINGO,1.0,2871697,1999.0,,,,,,,,,0.0,,,Mexicana
Roberto Hernandez,"Hernandez,Roberto",4,2.0,Incyte Corporation,31,2,3,"El Chubasco, MX",2005 - 2022,2005,2022,,Hombre,,,,,,,,,,,,,,,,,
Roberto J Carrillo Gonzalez,"Carrillo Gonzalez,Roberto J",4,30.0,,2,0,0,"San Pedro Garza García, MX",2015 - 2022,2015,2022,37.0,HOMBRE,LICENCIATURA COMO MÉDICO CIRUJANO DENTISTA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,504709,1978.0,,,,,,,,,0.0,,,Mexicana
Roberto Krumm Cortes,"Krumm Cortes,Roberto",4,52.0,IDE TECNOLOGIA S.A. DE C.V.,3,2,0,"Guadalajara, MX",2019 - 2019,2019,2019,5.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL,UNIVERSIDAD DE GUADALAJARA,1.0,8928877,2014.0,,,,,,,,,0.0,,,Mexicana
Roberto QUINTANA SOLORZANO,"QUINTANA SOLORZANO,Roberto",4,5.0,PEMEX PETROQUIMICA,9,2,0,"Mexico City, MX",2016 - 2018,2016,2018,19.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,INSTITUTO POLITÉCNICO NACIONAL,1.0,2508660,1997.0,MAESTRÍA EN CIENCIAS CON ESP. EN INGENIERÍA QUÍMICA,INSTITUTO POLITÉCNICO NACIONAL,5714344,2008,DOCTORADO EN CIENCIAS EN INGENIERÍA QUÍMICA,"UNIVERSITEIT GENT, REINO DE BÉLGICA",12459817,2021,1.0,Mexican Petroleum Institute - IMP,Researcher ,Mexicana
Roberto Villegas Muriel,"Villegas Muriel,Roberto",4,6.0,"Ford Global Technologies, LLC",8,0,3,"Atizapán de Zaragoza, MX",2018 - 2024,2018,2024,5.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSIDAD TECNOLÓGICA DE MÉXICO,0.0,8373971,2013.0,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (MBA),UNIVERSIDAD TECNOLÓGICA DE MÉXICO,9820965,2016,,,,,1.0,Ford Motor Company,Core Brakes Engineer,Mexicana
Rodolfo De La Mora Ramirez,"De La Mora Ramirez,Rodolfo",4,5.0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,6,0,0,"Toluca, MX",2016 - 2018,2016,2018,,Hombre,,,,,,,,,,,,,,,,,
Rodrigo Frieventh Cienfuegos,"Frieventh Cienfuegos,Rodrigo",4,2.0,"Ford Global Technologies, LLC",4,0,0,"Toluca, MX",2021 - 2021,2021,2021,6.0,HOMBRE,LICENCIATURA EN INGENIERO EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,9402670,2015.0,,,,,,,,,0.0,Nikola Motor Company,Lead Engineer CAB CAD,Mexicana
Rolando Jesus Alanis Villarreal,"Alanis Villarreal,Rolando Jesus",4,0.0,"DAWN FOOD PRODUCTS, INC.",4,1,2,"Guadalupe, MX",2019 - 2020,2019,2020,,Hombre,,,,,,,,,,,,,,,,,
Ruben M Lopez,"M Lopez,Ruben",4,31.0,Condumex,2,2,2,"Querétaro, MX",1982 - 2003,1982,2003,,Hombre,,,,,,,,,,,,,,,,,
Salvador A Canales,"A Canales,Salvador",4,33.0,Delphi Technologies,3,0,1,"Chihuahua, MX",2008 - 2010,2008,2010,,Hombre,,,,,,,,,,,,,,,,,
Salvador Alvarez Islas,"Alvarez Islas,Salvador",4,60.0,"Truper Herramientas, SA de CV",0,0,0,"Coacalco, MX",2012 - 2012,2012,2012,12.0,HOMBRE,LICENCIATURA EN DISEÑO INDUSTRIAL,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,3017770,2000.0,,,,,,,,,0.0,Truper,Gerente de Diseño POP,Mexicana
Sean Zhu,"Zhu,Sean",4,6.0,Quantcast Corporation,11,1,3,"Mexico City, MX",2014 - 2023,2014,2023,,,,,,,,,,,,,,,,,,,
Sergio David Esquivel Alvarez,"Esquivel Alvarez,Sergio David",4,6.0,"Schweitzer Engineering Laboratories, Inc.",7,0,0,"Gómez Palacio, MX",2017 - 2020,2017,2020,8.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,INSTITUTO TECNOLÓGICO DE SAN LUIS POTOSÍ (I.T.R.),1.0,6031066,2009.0,,,,,,,,,0.0,,,Mexicana
Sergio Garcia de Alba Garcin,"Garcia de Alba Garcin,Sergio",4,1.0,"Continental Automotive Systems, Inc.",5,0,0,"Guadalajara, MX",2011 - 2016,2011,2016,7.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,4130938,2004.0,,,,,,,,,0.0,,,Mexicana
Sergio Octavio Montero Orozco,"Montero Orozco,Sergio Octavio",4,12.0,Sabritas S. de R.L. de C.V.,4,0,1,"Coacalco, MX",2007 - 2011,2007,2011,15.0,HOMBRE,LICENCIATURA EN NUTRICIÓN Y CIENCIAS DE LOS ALIMENTOS,UNIVERSIDAD IBEROAMERICANA,0.0,1762027,1992.0,,,,,,,,,0.0,,,Mexicana
Teodoro Ortiz Michel,"Ortiz Michel,Teodoro",4,28.0,"Hewlett-Packard Company, L.P.",3,1,3,"Jalisco, MX",2001 - 2004,2001,2004,2.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTROMECÁNICA,UNIVERSIDAD PANAMERICANA ,0.0,3002059,1999.0,,,,,,,,,0.0,,,Mexicana
Victor Adrian Sosa Herrera,"Sosa Herrera,Victor Adrian",4,3.0,International Business Machines Corporation,6,0,1,"Tlaquepaque, MX",2019 - 2021,2019,2021,7.0,HOMBRE,LICENCIATURA EN INFORMÁTICA,INSTITUTO TECNOLÓGICO DE GUADIANA (INSTITUTO TECNO,1.0,7803323,2012.0,,,,,,,,,0.0,,,Mexicana
Victor Palacios Rivera,"Palacios Rivera,Victor",4,13.0,Intel Corporation,11,0,2,"Guadalajara, MX",2021 - 2021,2021,2021,,Hombre,,,,,,,,,,,,,,,,,
Victoria Juarez,"Juarez,Victoria",4,4.0,INTERCONTINENTAL GREAT BRANDS LLC,1,0,0,"Barrio de la Piedad, MX",2022 - 2022,2022,2022,,Mujer,,,,,,,,,,,,,,,,,
Violeta Yazmin Mena Cervantes,"Mena Cervantes,Violeta Yazmin",4,5.0,Instituto Mexicano del Petróleo,11,0,0,"Mexico City, MX",2019 - 2021,2019,2021,,Mujer,,,,,,,,,,,,,,,,,
Virginia Ortega Conde,"Ortega Conde,Virginia",4,0.0,"Ford Global Technologies, LLC",0,0,0,"Alvaro Obregon, MX",2018 - 2023,2018,2023,2.0,MUJER,LICENCIATURA COMO INGENIERO EN AERONÁUTICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,10075725,2016.0,,,,,,,,,0.0,Ford Motor Company,CAE-CFD Engineer,Mexicana
Viviano Almonte,"Almonte,Viviano",4,5.0,"Skyworks Solutions, Inc.",1,0,0,"Mexicali, MX",2016 - 2020,2016,2020,4.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN SISTEMAS COMPUTACIONALES,INSTITUTO TECNOLÓGICO DE MEXICALI,1.0,7474518,2012.0,,,,,,,,,0.0,,,Mexicana
Vladimir Cano Rodriguez,"Cano Rodriguez,Vladimir",4,17.0,"Schneider Electric USA, Inc.",6,1,0,"Apodaca, MX",2013 - 2018,2013,2018,,Hombre,,,,,,,,,,,,,,,,,
Wesley Mendez Ramirez,"Mendez Ramirez,Wesley",4,23.0,Whirlpool Corporation,1,1,1,"El Control, MX",2013 - 2013,2013,2013,,Hombre,,,,,,,,,,,,,,,,,
William Martinez Cortes,"Martinez Cortes,William",4,0.0,ORACLE INTERNATIONAL CORPORATION,4,0,3,"Jalisco, MX",2022 - 2024,2022,2024,,Hombre,,,,,,,,,,,,,,,,,
Adolfo Mendez Morales,"Mendez Morales,Adolfo",5,4.0,International Business Machines Corporation,7,0,0,"Guadalajara, MX",2019 - 2023,2019,2023,13.0,HOMBRE,Licenciatura en ingeniería en instrumentación electrónica,UNIVERSIDAD VERACRUZANA,1.0,4824895,2006.0,,,,,,,,,0.0,Sin registro,Sin registro,Mexicana
Agustin Portillo Mercado,"Portillo Mercado,Agustin",5,30.0,Ansell Limited,13,0,3,"Ciudad Juárez, MX",2013 - 2020,2013,2020,12.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVESIDAD AUTÓNOMA DEL ESTADO DE MORELOS,1.0,3266927,2001.0,,,,,,,,,0.0,Sin registro,sin registro,Mexicana
Albert Aguilar,"Aguilar,Albert",5,9.0,"Iddea California, LLC",1,0,0,"Zapopan, MX",1997 - 2020,1997,2020,,HOMBRE,Ingenieria Mecanica,University of illinois Chicago,0.0,,,,,,,,,,,0.0,,,Estadounidense
Alberto Alcocer Ochoa,"Alcocer Ochoa,Alberto",5,2.0,Intel Corporation,10,0,2,"Zapopan, MX",2012 - 2018,2012,2018,10.0,HOMBRE,LICENCIATURA EN FÍSICA Y MATEMÁTICAS,INSTITUTO POLITÉCNICO NACIONAL,1.0,3708384,2002.0,Maestria en Ingenieria Electrica,Centro de investigacion y de estudios avanzados,5175895,2007,,,,,1.0,Profesor en el tecnologico de Monterrey,Profesor,Mexicana
Alberto Jose Pulido Sanchez,"Pulido Sanchez,Alberto Jose",5,4.0,"RAGASA INDUSTRIAS, S.A DE C.V.",5,0,0,"Guadalajara, MX",2014 - 2015,2014,2015,30.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,878436,1984.0,,,,,,,,,0.0,sin registro,sin registro,Mexicana
Alfonso Gonzalez Montiel,"Gonzalez Montiel,Alfonso",5,4.0,CID Centro de Investigación y Desarrollo Tecnológico S.A. de C.V.,4,2,0,"Atizapán de Zaragoza, MX",2008 - 2021,2008,2021,19.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD IBEROAMERICANA,0.0,1355913,1989.0,,,,,,,,,0.0,,,Mexicana
Alfonso Medellin,"Medellin,Alfonso",5,3.0,VALEO EMBRAYAGES,8,0,3,"San Luis Potosí, MX",2016 - 2019,2016,2019,,HOMBRE,,,,,,,,,,,,,,,,,
Andrea RODRIGUEZ HERNANDEZ,"RODRIGUEZ HERNANDEZ,Andrea",5,5.0,Instituto Mexicano del Petróleo,15,2,0,"Mexico City, MX",2016 - 2022,2016,2022,,Mujer,,,,,,,,,,,,,,,,,Mexicana
Annita Tomko,"Tomko,Annita",5,103.0,International Business Machines Corporation,14,0,2,"Jalisco, MX",2015 - 2021,2015,2021,24.0,MUJER,Licenciatura en ingeniería en sistemas,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,0.0,,1991.0,,,,,,,,,0.0,IBM,Senior Information Technology Manager,Mexicana
Ari Syrquin Jamson,"Syrquin Jamson,Ari",5,126.0,"Plasticos Y Tecnologia, S.A. De C.V.",0,0,0,"Mexico City, MX",2003 - 2008,2003,2008,7.0,HOMBRE,LICENCIATURA EN ADMINISTRACIÓN,INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO,0.0,2352010,1996.0,,,,,,,,,0.0,,,Mexicana
Arturo Echanove Hernandez,"Echanove Hernandez,Arturo",5,125.0,Arturo Echanove Hernandez,1,0,0,"Mexico City, MX",2003 - 2014,2003,2014,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Arturo Garcia,"Garcia,Arturo",5,54.0,"Convertidora Industrial, S.A.B., DE C.V.",3,0,0,"Guadalupe, MX",1999 - 2014,1999,2014,10.0,HOMBRE,LICENCIATURA EN INGENIERÍA CIVIL,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,1364000,1989.0,,,,,,,,,0.0,,,Mexicana
Arturo Maceda,"Maceda,Arturo",5,27.0,Honeywell International Inc.,10,0,3,"Mexicali, MX",2011 - 2021,2011,2021,12.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,297428,1999.0,,,,,,,,,0.0,,,Mexicana
Arturo Villalobos Lopez,"Villalobos Lopez,Arturo",5,,,,,,"Villa de Cos, MX",2006 - 2017,2006,2017,29.0,HOMBRE,LICENCIATURA COMO CONTADOR PÚBLICO,INSTITUTO POLITÉCNICO NACIONAL,1.0,458469,1977.0,,,,,,,,,0.0,,,Mexicana
Benito Alvarez,"Alvarez,Benito",5,,,,,,"Puebla, MX",2012 - 2016,2012,2016,24.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,INSTITUTO TECNOLÓGICO DE CIUDAD MADERO (I.T.R.),1.0,1284548,1988.0,,,,,,,,,0.0,Nokia y profesor en ITESM,Senior en ingenieria electrica de radiofrecuencia,Mexicana
Carla Cristina Gonzalez Salitrero,"Gonzalez Salitrero,Carla Cristina",5,,,,,,"Chihuahua, MX",2013 - 2015,2013,2015,0.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,7943067,2013.0,,,,,,,,,0.0,,,Mexicana
Carlos Arroyo,"Arroyo,Carlos",5,,,,,,"Chihuahua, MX",1992 - 2024,1992,2024,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Carlos Gottfried,"Gottfried,Carlos",5,,,,,,"Mexico City, MX",1984 - 2017,1984,2017,,HOMBRE,Ingeniero Industrial ,Instituto de Tecnología de la Southern Methodist University (US),0.0,,,,,,,,,,,0.0,,,Mexicana
Carlos Manuel Urzua Hernandez,"Urzua Hernandez,Carlos Manuel",5,,,,,,"Monterrey, MX",2014 - 2015,2014,2015,23.0,HOMBRE,licenciatura en ingenieria quimica,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA,1.0,1561200,1991.0,,,,,,,,,0.0,tecnologico de monterrey,profesor y catedratico,Mexicana
Carlos Ornelas,"Ornelas,Carlos",5,,,,,,"Guadalajara, MX",2016 - 2021,2016,2021,43.0,HOMBRE,LICENCIATURA EN INGENIRIA CIVIL,UNIVERSIDAD DE GUADALAJARA,1.0,248257,1973.0,,,,,doctorado en educación,Universidad de Stanford,,1980,1.0,profesor de Educación y Comunicación en la Universidad Autónoma Metropolitana Xochimilco.,,Mexicana
Carlos Vonderwalde Freidberg,"Vonderwalde Freidberg,Carlos",5,,,,,,"Monterrey, MX",2001 - 2006,2001,2006,3.0,HOMBRE,LICENCIATURA COMO INGENIERO BIOMÉDICO,UNIVERSIDAD IBEROAMERICANA,0.0,2658465,1998.0,,,,,,,,,0.0,Director General,ofundador de Diseno y Desarrollo Medico,Mexicana
Carmen Frida Vargas Garcia,"Vargas Garcia,Carmen Frida",5,,,,,,"Cuautitlán Izcalli, MX",2018 - 2020,2018,2020,12.0,MUJER,LICENCIATURA EN INGENIERO EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,4847590,2006.0,,,,,,,,,0.0,,,Mexicana
Daniel Chapa,"Chapa,Daniel",5,,,,,,"Monterrey, MX",2019 - 2021,2019,2021,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Daniel Joseph,"Joseph,Daniel",5,,,,,,"Coacalco, MX",2004 - 2023,2004,2023,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Daniel Joseph Hernandez,"Joseph Hernandez,Daniel",5,,,,,,"Coacalco, MX",2004 - 2023,2004,2023,,Hombre,,,,,,,,,,,,,,,,,
David Castro Duran,"Castro Duran,David",5,,,,,,"Puruándiro, MX",2017 - 2021,2017,2021,8.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA (ÁREA: INGENIERÍA MECÁNICA),UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,5968836,2009.0,,,,,,,,,0.0,,,Mexicana
David Morales,"Jaramillo Jacob,Alicia del Rayo",5,,,,,,"Chihuahua, MX",2020 - 2024,2020,2024,10.0,HOMBRE,LICENCIATURA INGENIERO ENERGÍA INTEGRAL Y CIVIL,INSTITUTO TECNOLÓGICO DE CHIHUAHUA,1.0,,2010.0,,,,,,,,,0.0,INGENIERIA INTEGRAL ELECTRICA Y CIVIL,General Manager,Mexicana
David Villarreal,"Villarreal,David",5,,,,,,"San Pedro Garza García, MX",2015 - 2023,2015,2023,45.0,HOMBRE,licenciatura como ingeniero mecanico administrador,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,1855554,1970.0,,,,,,,,,0.0,grupo financiero banorte,miembro de la junta/director,Mexicana
Diego Javier Guzman Lucero,"Guzman Lucero,Diego Javier",5,,,,,,"Mexico City, MX",2013 - 2017,2013,2017,53.0,HOMBRE,LICENCIATURA EN INGENIERIA QUIMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,63878,1960.0,MAESTRÍA EN CIENCIAS NUCLEARES,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,3197755,2000,CIENCIAS QUIMICAS,UNIVERSIDAD AUTONOMA DE MEXICO,,2006,1.0,,,Mexicana
Edgar Borrayo,"Borrayo,Edgar",5,,,,,,"Zapopan, MX",2016 - 2019,2016,2019,13.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN COMUNICACIONES Y ELECTRÓNICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,3835396,2003.0,,,,,,,,,0.0,,,Mexicana
Edgar Javier Ortega Garcia,"Ortega Garcia,Edgar Javier",5,,,,,,"Mexico City, MX",2018 - 2022,2018,2022,4.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁTRONICA,"UNIVERSIDAD DEL VALLE DE MEXICO, CAMPUS LOMAS VERDES",0.0,8596619,2014.0,,,,,,,,,0.0,Quality Manager at Ohmite Manufacturing,,Mexicana
Eduardo Alva Sanchez,"Alva Sanchez,Eduardo",5,,,,,,"Mexico City, MX",2006 - 2017,2006,2017,3.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA (ÁREA: INGENIERÍA MECÁNICA),UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,3831400,2003.0,,,,,,,,,0.0,,,Mexicana
Emilio Sacristan,"Sacristan,Emilio",5,,,,,,"San Miguel Ajusco, MX",1992 - 2020,1992,2020,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Emilio Sacristan Rock,"Sacristan Rock,Emilio",5,,,,,,"San Miguel Ajusco, MX",2005 - 2013,2005,2013,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Enrique Cevada Maya,"Cevada Maya,Enrique",5,,,,,,"Mexico City, MX",2019 - 2024,2019,2024,13.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,INSTITUTO POLITÉCNICO NACIONAL,1.0,4768729,2006.0,MAESTRÍA EN CIENCIA E INGENIERÍA DE MATERIALES,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,8030635,2013,DOCTORADO EN INGENIERÍA,INSTITUTO MEXICANO DEL PETRÓLEO,9992803,2016,1.0,,,Mexicana
Enrique Delgado Macias,"Delgado Macias,Enrique",5,,,,,,"Ciudad Juárez, MX",2018 - 2020,2018,2020,6.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,UNIVERSIDAD TECNOLÓGICA DE CIUDAD JUÁREZ,1.0,7613738,2012.0,,,,,,,,,0.0,,,Mexicana
Eric Bryan Arellano Aguilar,"Arellano Aguilar,Eric Bryan",5,,,,,,"Naucalpan, MX",2020 - 2023,2020,2023,15.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,INSTITUTO POLITÉCNICO NACIONAL,1.0,4616435,2005.0,,,,,,,,,0.0,,,Mexicana
Ernesto Arias Del Campo,"Bernardo De La Rosa,Luis",5,,,,,,"Querétaro, MX",2013 - 2015,2013,2015,19.0,HOMBRE,LICENCIATURA COMO INGENIERO INDUSTRIAL QUÍMICO,INSTITUTO TECNOLÓGICO DE CHIHUAHUA (I.T.R.),1.0,2033097,1994.0,,,,,,,,,0.0,,,Mexicana
Esteban Sandoval Camacho,"Sandoval Camacho,Esteban",5,0.0,SIEMENS AKTIENGESELLSCHAFT,2,0,2,"Monterrey, MX",2016 - 2016,2016,2016,8.0,HOMBRE,LICENCIATURA EN INGENIERO EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,5585992,2008.0,,,,,,,,,0.0,,,Mexicana
Felix Cruz,"Cruz,Felix",5,26.0,"Ford Global Technologies, LLC",3,0,0,"Barrio Paraiso, MX",2000 - 2022,2000,2022,,Hombre,,,,,,,,,,,,,,,,,Mexicana
