numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
11780585,Passenger seat arrangement,2023-10-10,1,"Rousse,Florelle",Florelle Rousse,"Viroflay, FR",2023-2023,2023,2023
11780585,Passenger seat arrangement,2023-10-10,5,"Morales,David",David Morales,"Rancho Enmedio (Estación Müller), MX",2020-2024,2020,2024
11780585,Passenger seat arrangement,2023-10-10,13,"Glain,Arthur",Arthur Glain,"Boulogne-Billancourt, FR",2021-2023,2021,2023
11780585,Passenger seat arrangement,2023-10-10,4,"Le,Nguyen Foek",Nguyen Foek Le,"Arlington, US",2020-2023,2020,2023
11780585,Passenger seat arrangement,2023-10-10,1,"Beauvais,Adrien",Adrien Beauvais,"Abondant, FR",2023-2023,2023,2023
11780785,"Ceramic coatings with apatite carbonate that allow a tactile thermal sensation similar to wood and good resistance against wear, chemical attack and staining",2023-10-10,1,"Fernandez Fuentes,Antonio",Antonio Fernandez Fuentes,"El Chubasco, MX",2023-2023,2023,2023
11780785,"Ceramic coatings with apatite carbonate that allow a tactile thermal sensation similar to wood and good resistance against wear, chemical attack and staining",2023-10-10,1,"Valdes Gamez,Luis Eduardo",Luis Eduardo Valdes Gamez,"El Chubasco, MX",2023-2023,2023,2023
11780785,"Ceramic coatings with apatite carbonate that allow a tactile thermal sensation similar to wood and good resistance against wear, chemical attack and staining",2023-10-10,1,"Basurto Morales,Luis Alberto",Luis Alberto Basurto Morales,"El Chubasco, MX",2023-2023,2023,2023
11780785,"Ceramic coatings with apatite carbonate that allow a tactile thermal sensation similar to wood and good resistance against wear, chemical attack and staining",2023-10-10,3,"Del Angel,Jorge",Jorge Del Angel,"El Chubasco, MX",2017-2023,2017,2023
11780785,"Ceramic coatings with apatite carbonate that allow a tactile thermal sensation similar to wood and good resistance against wear, chemical attack and staining",2023-10-10,2,"Vargas Gutierrez,Gregorio",Gregorio Vargas Gutierrez,"El Chubasco, MX",1988-2023,1988,2023
11781247,Variable epitope library compositions and methods of therapeutic and prophylactic use,2023-10-10,6,"Manucharyan,Karen",Karen Manucharyan,"Mexico City, MX",2010-2023,2010,2023
11781247,Variable epitope library compositions and methods of therapeutic and prophylactic use,2023-10-10,4,"Gevorgyan,Gohar",Gohar Gevorgyan,"Mexico City, MX",2010-2023,2010,2023
11781457,Diesel exhaust fluid injection shield and diesel exhaust fluid injection system,2023-10-10,3,"Weiss,Derek A",Derek A Weiss,"Cedar Falls, US",2023-2023,2023,2023
11781457,Diesel exhaust fluid injection shield and diesel exhaust fluid injection system,2023-10-10,5,"Evers,Matthew R",Matthew R Evers,"Cedar Falls, US",2017-2023,2017,2023
11781457,Diesel exhaust fluid injection shield and diesel exhaust fluid injection system,2023-10-10,2,"Chan Perez,Luis Mario",Luis Mario Chan Perez,"El Marqués, MX",2023-2023,2023,2023
11781457,Diesel exhaust fluid injection shield and diesel exhaust fluid injection system,2023-10-10,4,"Straub,Anthony M",Anthony M Straub,"Cedar Falls, US",2006-2023,2006,2023
11781457,Diesel exhaust fluid injection shield and diesel exhaust fluid injection system,2023-10-10,2,"Bonny,Stephen M",Stephen M Bonny,"Waterloo, US",2023-2023,2023,2023
11781649,External material intrusion-proof sealing system for rollers used in conveyor belts for bulk materials,2023-10-10,1,"Ramirez Nunez,Gabriel",Gabriel Ramirez Nunez,"Mexico City, MX",2023-2023,2023,2023
11785144,Methods for handling voice and data teleservices through mobile devices with asynchronous communication,2023-10-10,2,"Alonso Y Caloca,Aurelio Luis Miguel",Aurelio Luis Miguel Alonso Y Caloca,"Mexico City, MX",2021-2023,2021,2023
11787357,Enhanced power management,2023-10-17,8,"Remes,Enrique",Enrique Remes,"Huixquilucan de Degollado, MX",2015-2023,2015,2023
11787618,Dispensing device for pressurized fluids with an anti-actuation system,2023-10-17,1,"Pereira,Ronnie Clayton",Ronnie Clayton Pereira,"Maringá, BR",2023-2023,2023,2023
11787618,Dispensing device for pressurized fluids with an anti-actuation system,2023-10-17,8,"Santarelli,Marcelo",Marcelo Santarelli,"Dieciséis de Julio, AR",2012-2023,2012,2023
11787618,Dispensing device for pressurized fluids with an anti-actuation system,2023-10-17,1,"Justus,Rafael",Rafael Justus,"Maringá, BR",2023-2023,2023,2023
11787618,Dispensing device for pressurized fluids with an anti-actuation system,2023-10-17,1,"Gerardo Baissero,David",David Gerardo Baissero,"Querétaro, MX",2023-2023,2023,2023
11788235,Edible multi-ring can-holder and methods for manufacturing edible can-holders,2023-10-17,2,"Vega Malpica,Marco Antonio",Marco Antonio Vega Malpica,"Darien, US",2019-2023,2019,2023
11788235,Edible multi-ring can-holder and methods for manufacturing edible can-holders,2023-10-17,2,"Lauria,Gustavo Adolfo",Gustavo Adolfo Lauria,"Brooklyn, US",2019-2023,2019,2023
11788235,Edible multi-ring can-holder and methods for manufacturing edible can-holders,2023-10-17,2,"Joshina,Jaime Koji",Jaime Koji Joshina,"Miami, US",2019-2023,2019,2023
11788235,Edible multi-ring can-holder and methods for manufacturing edible can-holders,2023-10-17,6,"Garcia Cendejas,Juan Francisco",Juan Francisco Garcia Cendejas,"San Miguel Ajusco, MX",2019-2023,2019,2023
11788448,Vehicle exhaust system with silencer having exhaust jet deflector,2023-10-17,4,"Ortega Conde,Virginia",Virginia Ortega Conde,"Alvaro Obregon, MX",2018-2023,2018,2023
11788448,Vehicle exhaust system with silencer having exhaust jet deflector,2023-10-17,10,"Leon Guerrero,Miguel Angel",Miguel Angel Leon Guerrero,"Tlalnepantla, MX",2018-2023,2018,2023
11788448,Vehicle exhaust system with silencer having exhaust jet deflector,2023-10-17,2,"Phan,Lucas Apandi",Lucas Apandi Phan,"Canton, US",2019-2023,2019,2023
11788448,Vehicle exhaust system with silencer having exhaust jet deflector,2023-10-17,9,"Blas Martinez,Luis Felipe",Luis Felipe Blas Martinez,"La Concepción, MX",2020-2023,2020,2023
11788448,Vehicle exhaust system with silencer having exhaust jet deflector,2023-10-17,5,"Flores Avina,Kristian Ulyses",Kristian Ulyses Flores Avina,"Anáhuac, MX",2023-2023,2023,2023
11788448,Vehicle exhaust system with silencer having exhaust jet deflector,2023-10-17,7,"Sanchez Lugo,Ricardo Daniel",Ricardo Daniel Sanchez Lugo,"Texcoco, MX",2020-2023,2020,2023
11788499,Uninterruptible power supply system with engine start-up,2023-10-17,2,"Gottfried,Tomas",Tomas Gottfried,"Mexico City, MX",2020-2023,2020,2023
11788760,Power stealing system for low power thermostats,2023-10-17,47,"Juntunen,Robert D",Robert D Juntunen,"Minnetonka, US",1991-2023,1991,2023
11788760,Power stealing system for low power thermostats,2023-10-17,1,"Murillo Carrasco,Luis Carlos",Luis Carlos Murillo Carrasco,"Chihuahua, MX",2023-2023,2023,2023
11788760,Power stealing system for low power thermostats,2023-10-17,4,"Ponce,Jesus Omar",Jesus Omar Ponce,"Chihuahua, MX",2020-2023,2020,2023
11788760,Power stealing system for low power thermostats,2023-10-17,3,"Arzate,Cesar Alejandro",Cesar Alejandro Arzate,"Chihuahua, MX",2020-2023,2020,2023
11788760,Power stealing system for low power thermostats,2023-10-17,2,"Saenz Balderrama,Eduardo",Eduardo Saenz Balderrama,"Querétaro, MX",2020-2023,2020,2023
11789542,Sensor agnostic gesture detection,2023-10-17,16,"Llamas Virgen,Paul",Paul Llamas Virgen,"Zapopan, MX",2018-2024,2018,2024
11789542,Sensor agnostic gesture detection,2023-10-17,53,"Barajas Gonzalez,Emmanuel",Emmanuel Barajas Gonzalez,"Fremont, US",2016-2023,2016,2023
11789691,Audio management for a priority computing device application,2023-10-17,4,"Ramadhane,Mohamed Zouhaier",Mohamed Zouhaier Ramadhane,"Naucalpan, MX",2021-2024,2021,2024
11789691,Audio management for a priority computing device application,2023-10-17,89,"Rodriguez Bravo,Cesar Augusto",Cesar Augusto Rodriguez Bravo,"Alajuela, CR",2018-2024,2018,2024
11789691,Audio management for a priority computing device application,2023-10-17,1,"Herrera Hidalgo,Adan Edoardo",Adan Edoardo Herrera Hidalgo,"Mexico City, MX",2023-2023,2023,2023
11789691,Audio management for a priority computing device application,2023-10-17,9,"Campos Batista,David Alonso",David Alonso Campos Batista,"La Aurora, CR",2022-2024,2022,2024
11790514,Image-based control of wire harness and connector manufacturing processes using artificial intelligence,2023-10-17,1,"Sanchez Ortega,Edgar Ivan",Edgar Ivan Sanchez Ortega,"Chihuahua, MX",2023-2023,2023,2023
11791121,3D-printed field emission sources for compact systems,2023-10-17,16,"Velasquez Garcia,Luis Fernando",Luis Fernando Velasquez Garcia,"Newton, US",2011-2023,2011,2023
11791121,3D-printed field emission sources for compact systems,2023-10-17,1,"Perales Martinez,Imperio",Imperio Perales Martinez,"La Florida, MX",2023-2023,2023,2023
11791575,Circuit board with U-shaped electrical terminal,2023-10-17,1,"Galvan,Naiki Alejandra Reynoso",Naiki Alejandra Reynoso Galvan,"Sterling Heights, US",2023-2023,2023,2023
11791575,Circuit board with U-shaped electrical terminal,2023-10-17,1,"Acosta,Erick Adrian Rodriguez",Erick Adrian Rodriguez Acosta,"Nuevo México, MX",2023-2023,2023,2023
11791689,Mechanical energy accumulator system,2023-10-17,9,"Gottfried,Mario H",Mario H Gottfried,"Copoya, MX",1980-2023,1980,2023
11793900,Systems and methods to employ an unmanned aerial vehicle to sanitize a vehicle,2023-10-24,2,"Bolanos,Hedy H Morales",Hedy H Morales Bolanos,"Naucalpan, MX",2020-2023,2020,2023
11793900,Systems and methods to employ an unmanned aerial vehicle to sanitize a vehicle,2023-10-24,1,"flores,Gustavo Vazquez",Gustavo Vazquez flores,"Zumpango, MX",2023-2023,2023,2023
11793900,Systems and methods to employ an unmanned aerial vehicle to sanitize a vehicle,2023-10-24,2,"Mejia,Federico Emilio",Federico Emilio Mejia,"Huixquilucan de Degollado, MX",2021-2023,2021,2023
11793900,Systems and methods to employ an unmanned aerial vehicle to sanitize a vehicle,2023-10-24,8,"Huitron,Leonardo Alonso",Leonardo Alonso Huitron,"Juarez, MX",2019-2023,2019,2023
11794793,Compact braking system for zip-line,2023-10-24,1,"Valenzuela Romero,Luis Guillermo",Luis Guillermo Valenzuela Romero,"Río Rico, MX",2023-2023,2023,2023
11794943,Tray container,2023-10-24,1,"Sanchez,Alonso Garcia",Alonso Garcia Sanchez,"Jalisco, MX",2023-2023,2023,2023
11794966,Food container with tamper-proof hinged closure,2023-10-24,4,"Sierra,John",John Sierra,"Chandler, US",2016-2023,2016,2023
11794966,Food container with tamper-proof hinged closure,2023-10-24,1,"Orjuela,Edisson",Edisson Orjuela,"Chandler, US",2023-2023,2023,2023
11794966,Food container with tamper-proof hinged closure,2023-10-24,1,"Angarita,Guillermo",Guillermo Angarita,"Bogota, CO",2023-2023,2023,2023
11794966,Food container with tamper-proof hinged closure,2023-10-24,2,"Pena,Ivan",Ivan Pena,"Cuautitlán Izcalli, MX",2019-2023,2019,2023
11795002,Conveyor assembly having dynamic frame components and method of using the same,2023-10-24,1,"Morelos,Jesus Anselmo",Jesus Anselmo Morelos,"La Cueva, MX",2023-2023,2023,2023
11795088,"Automated, mobile, low power consumption with a hybrid power capacity wastewater treatment facility",2023-10-24,1,"Comarin,Marcelo Javier",Marcelo Javier Comarin,"Veracruz, MX",2023-2023,2023,2023
11795088,"Automated, mobile, low power consumption with a hybrid power capacity wastewater treatment facility",2023-10-24,1,"Quintanilla Ayache,Josue",Josue Quintanilla Ayache,"Veracruz, MX",2023-2023,2023,2023
11795088,"Automated, mobile, low power consumption with a hybrid power capacity wastewater treatment facility",2023-10-24,1,"Quintanilla Ayache,Jaime",Jaime Quintanilla Ayache,"Veracruz, MX",2023-2023,2023,2023
11795088,"Automated, mobile, low power consumption with a hybrid power capacity wastewater treatment facility",2023-10-24,1,"Garcia Delgado,Jesus Damian",Jesus Damian Garcia Delgado,"Veracruz, MX",2023-2023,2023,2023
11796107,Fluid line quick connector with check valve,2023-10-24,1,"Marquez Carrillo,Jorge Alberto",Jorge Alberto Marquez Carrillo,"Río Rico, MX",2023-2023,2023,2023
11798751,Metal contact of a residential circuit breaker including ordered ceramic microparticles,2023-10-24,1,"Hernandez Maya,Roberto Carlos",Roberto Carlos Hernandez Maya,"García, MX",2023-2023,2023,2023
11798751,Metal contact of a residential circuit breaker including ordered ceramic microparticles,2023-10-24,1,"Franco Caballero,Francisco",Francisco Franco Caballero,"Monterrey, MX",2023-2023,2023,2023
11798751,Metal contact of a residential circuit breaker including ordered ceramic microparticles,2023-10-24,3,"Franco Caballero,Luis Miguel",Luis Miguel Franco Caballero,"Monterrey, MX",2016-2023,2016,2023
11800380,Flexible uplink waveform selection,2023-10-24,75,"Sung,Sanghoon",Sanghoon Sung,"Ashburn, US",2015-2024,2015,2024
11801270,Compositions and methods for treating diabetic foot and other injuries and sores,2023-10-31,2,"CAMPILLO RONQUILLO,Humberto Ignacio",Humberto Ignacio CAMPILLO RONQUILLO,"Gómez Palacio, MX",2021-2023,2021,2023
11801739,Privacy panel assembly for a vehicle,2023-10-31,14,"Shedlarski,Dustin",Dustin Shedlarski,"Oakley Park, US",2014-2024,2014,2024
11801739,Privacy panel assembly for a vehicle,2023-10-31,31,"Berry,Hussein H",Hussein H Berry,"Dearborn, US",2020-2024,2020,2024
11801739,Privacy panel assembly for a vehicle,2023-10-31,222,"Glickman,David Brian",David Brian Glickman,"Southfield, US",2002-2024,2002,2024
11801739,Privacy panel assembly for a vehicle,2023-10-31,737,"Salter,Stuart C",Stuart C Salter,"White Lake, US",1990-2024,1990,2024
11801739,Privacy panel assembly for a vehicle,2023-10-31,10,"Jones,Micah",Micah Jones,"Pleasant Ridge, US",2003-2024,2003,2024
11801739,Privacy panel assembly for a vehicle,2023-10-31,4,"Aguirre,Adrian",Adrian Aguirre,"Alvaro Obregon, MX",2014-2024,2014,2024
11802396,Hybrid faucet assembly,2023-10-31,9,"Ye,Xiaojing",Xiaojing Ye,"Edison, US",2017-2023,2017,2023
11802396,Hybrid faucet assembly,2023-10-31,9,"Garcia,Jesus",Jesus Garcia,"Monterrey, MX",1999-2023,1999,2023
11802396,Hybrid faucet assembly,2023-10-31,78,"Pitsch,Walter",Walter Pitsch,"Washington, US",1999-2023,1999,2023
11802396,Hybrid faucet assembly,2023-10-31,6,"Gonzalez,Enrique",Enrique Gonzalez,"García, MX",2008-2023,2008,2023
11803634,Secure preconfigured profile for role-based access control setup,2023-10-31,19,"Hack,Mark Elliott",Mark Elliott Hack,"Austin, US",2005-2023,2005,2023
11803634,Secure preconfigured profile for role-based access control setup,2023-10-31,1,"Ramos Morales,Rosana",Rosana Ramos Morales,"Tlaquepaque, MX",2023-2023,2023,2023
11803634,Secure preconfigured profile for role-based access control setup,2023-10-31,7,"Grunbok,Warren W",Warren W Grunbok,"Poughkeepsie, US",1994-2023,1994,2023
11805352,Wireless charging dock,2023-10-31,11,"Meyberg Guzman,Jacob T",Jacob T Meyberg Guzman,"Santa Cruz, US",2019-2023,2019,2023
11805352,Wireless charging dock,2023-10-31,1,"Kim,Dave Hansung",Dave Hansung Kim,"Santa Cruz, US",2023-2023,2023,2023
11805352,Wireless charging dock,2023-10-31,85,"Paterson,Nicholas W",Nicholas W Paterson,"Rio Del Mar, US",2007-2023,2007,2023
11805352,Wireless charging dock,2023-10-31,58,"Wang,Bowman",Bowman Wang,"Corralitos, US",2003-2024,2003,2024
11805352,Wireless charging dock,2023-10-31,3,"Duran,Roman M",Roman M Duran,"Ben Lomond, US",2003-2023,2003,2023
11805352,Wireless charging dock,2023-10-31,1,"Clark, III,Rogers Van Buren","Rogers Van Buren Clark, III","Watsonville, US",2023-2023,2023,2023
11805352,Wireless charging dock,2023-10-31,1,"Laniado Lacarra,David",David Laniado Lacarra,"Tijuana, MX",2023-2023,2023,2023
11805352,Wireless charging dock,2023-10-31,37,"Ledingham,John B",John B Ledingham,"Scotts Valley, US",1995-2023,1995,2023
11805352,Wireless charging dock,2023-10-31,5,"Caddes,Darrin",Darrin Caddes,"Soquel, US",2008-2023,2008,2023
11805352,Wireless charging dock,2023-10-31,73,"Kelley,John A",John A Kelley,"Santa Cruz, US",1984-2023,1984,2023
11805795,Chia seed derived products and the process thereof,2023-11-07,1,"Liceaga,Andrea M",Andrea M Liceaga,"West Lafayette, US",2023-2023,2023,2023
11805795,Chia seed derived products and the process thereof,2023-11-07,1,"Urbizo Reyes,Uriel",Uriel Urbizo Reyes,"West Lafayette, US",2023-2023,2023,2023
11805795,Chia seed derived products and the process thereof,2023-11-07,1,"Aguilar Toala,Jose Eleazar",Jose Eleazar Aguilar Toala,"Texcoco, MX",2023-2023,2023,2023
11808215,System and method for reconfiguring a bleed system,2023-11-07,7,"Warton,Jordan Scott",Jordan Scott Warton,"Pasadena, US",2014-2024,2014,2024
11808215,System and method for reconfiguring a bleed system,2023-11-07,3,"Garza Maldonado,David",David Garza Maldonado,"Querétaro, MX",2020-2023,2020,2023
11808215,System and method for reconfiguring a bleed system,2023-11-07,7,"Acosta,Michael Anthony",Michael Anthony Acosta,"Mont Belvieu, US",2020-2024,2020,2024
11808215,System and method for reconfiguring a bleed system,2023-11-07,1,"Machado,Jorge Mario Rochin",Jorge Mario Rochin Machado,"Querétaro, MX",2023-2023,2023,2023
11808215,System and method for reconfiguring a bleed system,2023-11-07,10,"Watkins,Richard Michael",Richard Michael Watkins,"Spring, US",2002-2023,2002,2023
11808396,High thermal tolerance flexible supports,2023-11-07,6,"Garcia Ramirez,Arturo Alberto",Arturo Alberto Garcia Ramirez,"El Ojite, MX",2020-2023,2020,2023
11808396,High thermal tolerance flexible supports,2023-11-07,8,"Barrera Martinez,Cindy Sofia",Cindy Sofia Barrera Martinez,"Dearborn, US",2022-2023,2022,2023
