Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Les Jaworski,"Jaworski,Les",2,,,,,,"San Diego, US",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Lidia Alejandra Abundis Vargas,"Abundis Vargas,Lidia Alejandra",2,,,,,,"León, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Lidia Venegas,"Venegas,Lidia",2,,,,,,"Mexico City, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Liliana Alejandra Astudillo Lopez Lena,"Astudillo Lopez Lena,Liliana Alejandra",2,,,,,,"Mexico City, MX",2021-2024,2021,2024,,,,,,,,,,,,,,,,,,,
Liming Daphne Kung,"Kung,Liming Daphne",2,,,,,,"Taipei, TW",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Linda Francis,"Francis,Linda",2,,,,,,"Rancho Cucamonga, US",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
Linda Michelle Rauch,"Rauch,Linda Michelle",2,,,,,,"Amherst, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Lindsay Perrea,"Perrea,Lindsay",2,,,,,,"Brookline, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Ling Hsiang WENG,"WENG,Ling Hsiang",2,,,,,,"Taipei, TW",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Lisle Bates,"Bates,Lisle",2,,,,,,"Southfield, US",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Liza Alcala Escobar,"Escobar,Liza Alcala",2,,,,,,"Zapopan, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Lizardo Amador,"Amador,Lizardo",2,,,,,,"Mexico City, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Lizbeth Pliego Vences,"Pliego Vences,Lizbeth",2,,,,,,"Mexico City, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Lizbeth Trevino,"Trevino,Lizbeth",2,,,,,,"El Control, MX",2006-2008,2006,2008,,,,,,,,,,,,,,,,,,,
Lorena Quintana Herrera,"Herrera,Lorena Quintana",2,,,,,,"Mexicali, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Lorenzo Martinez Martinez De La Escalera,"De La Escalera,Lorenzo Martinez Martinez",2,,,,,,"Mexico City, MX",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
Lorenzo Vito Caserta,"Caserta,Lorenzo Vito",2,,,,,,"Dalmine, IT",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Lothar Erle,"Erle,Lothar",2,,,,,,"Kelkheim, DE",2004-2017,2004,2017,,,,,,,,,,,,,,,,,,,
Lourival Domingos Possani Postay,"Possani Postay,Lourival Domingos",2,,,,,,"Tlaltizapan, MX",2001-2013,2001,2013,,,,,,,,,,,,,,,,,,,
Lucas Apandi Phan,"Phan,Lucas Apandi",2,,,,,,"Canton, US",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
Luigi R Magnanti,"Magnanti,Luigi R",2,,,,,,"Hartland, US",2008-2010,2008,2010,,,,,,,,,,,,,,,,,,,
Luis Alberto Bernal,"Bernal,Luis Alberto",2,,,,,,"Puebla, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Luis Alejandro De Leon Teran,"De Leon Teran,Luis Alejandro",2,,,,,,"Querétaro, MX",2013-2018,2013,2018,,,,,,,,,,,,,,,,,,,
Luis Alfonso Delgado Rodriguez,"Delgado Rodriguez,Luis Alfonso",2,,,,,,"Zapopan, MX",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
Luis Alfonso Dominguez Victorio,"Dominguez Victorio,Luis Alfonso",2,,,,,,"Hamburg, DE",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Luis Alfredo Montemayor Uzeta,"Montemayor Uzeta,Luis Alfredo",2,,,,,,"Guadalupe, MX",1991-2019,1991,2019,,,,,,,,,,,,,,,,,,,
Luis Antonio Rodriguez Guadarrama,"Rodriguez Guadarrama,Luis Antonio",2,,,,,,"Madrid, ES",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Luis Antonio Silva Casas,"Silva Casas,Luis Antonio",2,,,,,,"Cancún, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Luis Arturo Melendez Valdez,"Melendez Valdez,Luis Arturo",2,,,,,,"Chic, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Luis Carlos Gabino Barrera Ramirez,"Ramirez,Luis Carlos Gabino Barrera",2,,,,,,"Tepic, MX",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Luis Carlos Martinez Gonzalez,"Martinez Gonzalez,Luis Carlos",2,,,,,,"Ciudad Juárez, MX",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Luis Carlos Rodriguez Zapata,"Rodriguez Zapata,Luis Carlos",2,,,,,,"Mérida, MX",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Luis Cruz Mejia,"Cruz Mejia,Luis",2,,,,,,"Guadalajara, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Luis Davila,"Davila,Luis",2,,,,,,"Mexico City, MX",2014-2018,2014,2018,,,,,,,,,,,,,,,,,,,
Luis De La Llata Romero,"De La Llata Romero,Luis",2,,,,,,"Guadalupe, MX",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Luis Diaz,"Diaz,Luis",2,,,,,,"El Control, MX",2001-2019,2001,2019,,,,,,,,,,,,,,,,,,,
Luis Edgardo Ochoa Blancarte,"Ochoa Blancarte,Luis Edgardo",2,,,,,,"Hermosillo, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Luis Edgardo Ramos Maza,"Ramos Maza,Luis Edgardo",2,,,,,,"Mexico City, MX",2015-2016,2015,2016,,,,,,,,,,,,,,,,,,,
Luis Enrique Ramirez Soto,"Ramirez Soto,Luis Enrique",2,,,,,,"Jalisco, MX",2016-2024,2016,2024,,,,,,,,,,,,,,,,,,,
Luis Ernesto Quiroz,"Quiroz,Luis Ernesto",2,,,,,,"Guadalajara, MX",1980-2018,1980,2018,,,,,,,,,,,,,,,,,,,
Luis Felipe Gonzalez Jauregui,"Gonzalez Jauregui,Luis Felipe",2,,,,,,"Mexicali, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Luis Fernando Gutierrez,"Gutierrez,Luis Fernando",2,,,,,,"Querétaro, MX",2015-2021,2015,2021,,,,,,,,,,,,,,,,,,,
Luis Fernando Martinez Iniguez,"Martinez Iniguez,Luis Fernando",2,,,,,,"Zapopan, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Luis G Recendez M,"Recendez M,Luis G",2,,,,,,"Monterrey, MX",2000-2000,2000,2000,,,,,,,,,,,,,,,,,,,
Luis German Guevara Nieto,"Guevara Nieto,Luis German",2,,,,,,"Santiago Yancuitlalpan, MX",2003-2004,2003,2004,,,,,,,,,,,,,,,,,,,
Luis Hernandez San Juan,"Hernandez San Juan,Luis",2,,,,,,"Irapuato, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Luis Humberto Guzman Trevino,"Guzman Trevino,Luis Humberto",2,,,,,,"Tampico, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Luis Islas,"Islas,Luis",2,,,,,,"Apodaca, MX",2011-2016,2011,2016,,,,,,,,,,,,,,,,,,,
Luis Joel Figueroa Yanez,"Figueroa Yanez,Luis Joel",2,,,,,,"Mérida, MX",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Luis Legarreta Rodriguez,"Rodriguez,Luis Legarreta",2,,,,,,"Mexico City, MX",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Luis M De Leon Rodriguez,"De Leon Rodriguez,Luis M",2,,,,,,"Guanajuato, MX",2014-2016,2014,2016,,,,,,,,,,,,,,,,,,,
Luis Manuel Noriega Gonzalez,"Noriega Gonzalez,Luis Manuel",2,,,,,,"Suchiapa, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Luis Mariano Batista Santiler,"Batista Santiler,Luis Mariano",2,,,,,,"Boyeros, CU",2007-2011,2007,2011,,,,,,,,,,,,,,,,,,,
Luis Moreno Hagelsieb,"Hagelsieb,Luis Moreno",2,,,,,,"Tesistán, MX",2001-2011,2001,2011,,,,,,,,,,,,,,,,,,,
Luis Octavio Perez Hirschfeld,"Hirschfeld,Luis Octavio Perez",2,,,,,,"Ciudad Juárez, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Luis Ontiveros Frias,"Frias,Luis Ontiveros",2,,,,,,"Tijuana, MX",2008-2010,2008,2010,,,,,,,,,,,,,,,,,,,
Luis Pablo Rivera Paredes,"Rivera Paredes,Luis Pablo",2,,,,,,"Abdenago C. García (Lagunitas), MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Luis Rene Vela Garcia,"Vela Garcia,Luis Rene",2,,,,,,"Jalisco, MX",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Luis Ricardo Avila Magana,"Avila Magana,Luis Ricardo",2,,,,,,"Cuautitlán Izcalli, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Luis Roberto Togo Peraza,"Togo Peraza,Luis Roberto",2,,,,,,"Zapopan, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Luis Rudolfo Arevalo Pliego,"Arevalo Pliego,Luis Rudolfo",2,,,,,,"Querétaro, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Luis Trejo,"Trejo,Luis",2,,,,,,"Aguascalientes, MX",1996-2005,1996,2005,,,,,,,,,,,,,,,,,,,
Luis Vazquez Estrada,"Estrada,Luis Vazquez",2,,,,,,"Querétaro, MX",2008-2015,2008,2015,,,,,,,,,,,,,,,,,,,
Luisa Elena Montiel Sanchez,"Montiel Sanchez,Luisa Elena",2,,,,,,"Mexico City, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Luiz de Basto,"de Basto,Luiz",2,,,,,,"Miami, US",2014-2015,2014,2015,,,,,,,,,,,,,,,,,,,
M Javier Cruz Gomez,"Cruz Gomez,M Javier",2,,,,,,"Copoya, MX",1999-2003,1999,2003,,,,,,,,,,,,,,,,,,,
Ma Guadalupe Zuniga Meraz,"Meraz,Ma Guadalupe Zuniga",2,,,,,,"San Fernando, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Mallory Jo Tevis,"Tevis,Mallory Jo",2,,,,,,"Saint Paul, US",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Manuel de Jesus Salmon Rock,"Salmon Rock,Manuel de Jesus",2,,,,,,"Mexico City, MX",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Manuel de Jesus Salmon Salazar,"Salmon Salazar,Manuel de Jesus",2,,,,,,"Mexico City, MX",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Manuel Hernandez Diaz,"Hernandez Diaz,Manuel",2,,,,,,"Zapopan, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Manuel Lara Castro,"Lara Castro,Manuel",2,,,,,,"Carmen, MX",1997-2000,1997,2000,,,,,,,,,,,,,,,,,,,
Manuel Munoz,"Munoz,Manuel",2,,,,,,"Mexicali, MX",2021-2022,2021,2022,,,,,,,,,,,,,,,,,,,
Manuel Quintana,"Quintana,Manuel",2,,,,,,"Sierra Mojada, MX",2005-2010,2005,2010,,,,,,,,,,,,,,,,,,,
Manuel Rafael Gutierrez Novelo,"Gutierrez Novelo,Manuel Rafael",2,,,,,,"Nueva Santa María, MX",2012-2016,2012,2016,,,,,,,,,,,,,,,,,,,
Manuel Rodolfo Valdez,"Valdez,Manuel Rodolfo",2,,,,,,"Las Vegas, US",1995-2023,1995,2023,,,,,,,,,,,,,,,,,,,
Manuel Sanchez Cantu,"Sanchez Cantu,Manuel",2,,,,,,"Mexico City, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Manuel Sebastian Parrao Alcantara,"Parrao Alcantara,Manuel Sebastian",2,,,,,,"Zapopan, MX",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Manuel Torres Buendia,"Buendia,Manuel Torres",2,,,,,,"Jiutepec, MX",2007-2010,2007,2010,,,,,,,,,,,,,,,,,,,
Mara Miranda Bautista,"Miranda Bautista,Mara",2,,,,,,"Guadalajara, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Marc Christopfel,"Christopfel,Marc",2,,,,,,"Cincinnati, US",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Marc I Hebert,"Hebert,Marc I",2,,,,,,"Montréal, CA",2001-2012,2001,2012,,,,,,,,,,,,,,,,,,,
Marc Leman,"Leman,Marc",2,,,,,,"Wondelgem, BE",2023-2024,2023,2024,,,,,,,,,,,,,,,,,,,
Marcela Garcia Ramirez,"Garcia Ramirez,Marcela",2,,,,,,"Tampico, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Marco A De La Mora,"De La Mora,Marco A",2,,,,,,"Metepec, MX",2009-2010,2009,2010,,,,,,,,,,,,,,,,,,,
Marco A Vindas Vargas,"Vargas,Marco A Vindas",2,,,,,,"Coahuila, MX",2000-2007,2000,2007,,,,,,,,,,,,,,,,,,,
Marco Amaya,"Amaya,Marco",2,,,,,,"El Control, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Marco Antonio Hidalgo Mendoza,"Mendoza,Marco Antonio Hidalgo",2,,,,,,"Irapuato, MX",1992-2000,1992,2000,,,,,,,,,,,,,,,,,,,
Marco Antonio Martinez Ruvalcaba,"Martinez Ruvalcaba,Marco Antonio",2,,,,,,"Zapopan, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Marco Antonio Olivares,"Olivares,Marco Antonio",2,,,,,,"San Nicolás de los Garza, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Marco Antonio Pena Duque,"Pena Duque,Marco Antonio",2,,,,,,"San Miguel Ajusco, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Marco Antonio Perez Gonzalez,"Gonzalez,Marco Antonio Perez",2,,,,,,"San Nicolás de los Garza, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Marco Antonio Ramos Ramirez,"Ramos Ramirez,Marco Antonio",2,,,,,,"Tlaquepaque, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Marco Antonio Rito Palomares,"Rito Palomares,Marco Antonio",2,,,,,,"Monterrey, MX",2012-2022,2012,2022,,,,,,,,,,,,,,,,,,,
Marco Antonio Vega Malpica,"Vega Malpica,Marco Antonio",2,,,,,,"Darien, US",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
Marco Driest,"Driest,Marco",2,,,,,,"Thibodaux, US",2009-2009,2009,2009,,,,,,,,,,,,,,,,,,,
Marco Mario Tivelli,"Tivelli,Marco Mario",2,,,,,,"Veracruz, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Marco Mauricio Gutierrez Flores,"Gutierrez Flores,Marco Mauricio",2,,,,,,"Zapopan, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Marco Meza,"Meza,Marco",2,,,,,,"Juarez, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Marco Tulio Nossa Reyes,"Reyes,Marco Tulio Nossa",2,,,,,,"Tulancingo, MX",2004-2004,2004,2004,,,,,,,,,,,,,,,,,,,
Marco Valencia,"Valencia,Marco",2,,,,,,"La Y Griega, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Marco Velazquez,"Velazquez,Marco",2,,,,,,"Querétaro, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Marcos Velasco,"Velasco,Marcos",2,,,,,,"Mexico City, MX",2007-2010,2007,2010,,,,,,,,,,,,,,,,,,,
Margaret J Miller,"Miller,Margaret J",2,,,,,,"Dobbs Ferry, US",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Margarita Herrera Alonso,"Herrera Alonso,Margarita",2,,,,,,"Topilejo, MX",2010-2012,2010,2012,,,,,,,,,,,,,,,,,,,
Mari Merwin,"Merwin,Mari",2,,,,,,"Lawrenceville, US",2004-2008,2004,2008,,,,,,,,,,,,,,,,,,,
Maria Alejandra Bravo de la Parra,"Bravo de la Parra,Maria Alejandra",2,,,,,,"Cuernavaca, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Maria ALVARADO,"ALVARADO,Maria",2,,,,,,"Lerma, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Maria Beltran,"Beltran,Maria",2,,,,,,"Saltillo, MX",2007-2022,2007,2022,,,,,,,,,,,,,,,,,,,
Maria Cristina Gascon Rivera,"Gascon Rivera,Maria Cristina",2,,,,,,"Guadalajara, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Maria de la Paz Elizalde Gonzalez,"Elizalde Gonzalez,Maria de la Paz",2,,,,,,"Puebla, MX",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Maria de los Angeles Araceli Diaz Ruiz,"Diaz Ruiz,Maria de los Angeles Araceli",2,,,,,,"Xico, MX",2013-2014,2013,2014,,,,,,,,,,,,,,,,,,,
Maria de Lourdes Garcia Aleman,"Aleman,Maria de Lourdes Garcia",2,,,,,,"Villa Luvianos, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Maria del Pilar Granados Trejo,"Granados Trejo,Maria del Pilar",2,,,,,,"Mexico City, MX",2011-2012,2011,2012,,,,,,,,,,,,,,,,,,,
Maria Guadalupe Ruiz Mayen,"Mayen,Maria Guadalupe Ruiz",2,,,,,,"Heroica Caborca, MX",2009-2011,2009,2011,,,,,,,,,,,,,,,,,,,
Maria Isabel Baeza Ramirez,"Baeza Ramirez,Maria Isabel",2,,,,,,"Benito Juárez, MX",2004-2011,2004,2011,,,,,,,,,,,,,,,,,,,
Maria Isabel Garcia Cruz,"Garcia Cruz,Maria Isabel",2,,,,,,"Monterrey, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Maria Jose Buitrago Serna,"Buitrago Serna,Maria Jose",2,,,,,,"Salamanca, ES",1998-2005,1998,2005,,,,,,,,,,,,,,,,,,,
Maria Jose Haces Castro,"Haces Castro,Maria Jose",2,,,,,,"Mexico City, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Maria Lucia Alejo Castillo,"Alejo Castillo,Maria Lucia",2,,,,,,"Jalisco, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Maria Luisa Rosas Cholula,"Rosas Cholula,Maria Luisa",2,,,,,,"Puebla, MX",2010-2012,2010,2012,,,,,,,,,,,,,,,,,,,
Maria Ramirez,"Ramirez,Maria",2,,,,,,"Tijuana, MX",2012-2013,2012,2013,,,,,,,,,,,,,,,,,,,
Maria Teresa Aponte Hernandez,"Aponte Hernandez,Maria Teresa",2,,,,,,"Mexico City, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Maria Teresa Gomez Perez,"Gomez Perez,Maria Teresa",2,,,,,,"Villa de Cos, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Mariano Perez Vazquez,"Vazquez,Mariano Perez",2,,,,,,"San Fernando, MX",2005-2014,2005,2014,,,,,,,,,,,,,,,,,,,
Maribel AMADOR RAMIREZ,"AMADOR RAMIREZ,Maribel",2,,,,,,"Villa de Cos, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Maricela Garcia Zamora,"Garcia Zamora,Maricela",2,,,,,,"Saltillo, MX",2010-2011,2010,2011,,,,,,,,,,,,,,,,,,,
Mariela Nunez Ugalde,"Nunez Ugalde,Mariela",2,,,,,,"Huixquilucan de Degollado, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Marina Altagracia Martinez,"Altagracia Martinez,Marina",2,,,,,,"Xico, MX",2012-2014,2012,2014,,,,,,,,,,,,,,,,,,,
Mario Aguas,"Aguas,Mario",2,,,,,,"Watsonville, US",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Mario Alberto Mendez,"Mendez,Mario Alberto",2,,,,,,"Mexico City, MX",2015-2020,2015,2020,,,,,,,,,,,,,,,,,,,
Mario Alejandro HERRERA LAZO DE LA VEGA,"HERRERA LAZO DE LA VEGA,Mario Alejandro",2,,,,,,"Querétaro, MX",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Mario Alejandro Rodriguez Rodriguez,"Rodriguez Rodriguez,Mario Alejandro",2,,,,,,"Tlaquepaque, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Mario Alfonso Rito Martinez,"Rito Martinez,Mario Alfonso",2,,,,,,"Ciudad Juárez, MX",2022-2024,2022,2024,,,,,,,,,,,,,,,,,,,
Mario Alfredo Carrillo Arevalo,"Carrillo Arevalo,Mario Alfredo",2,,,,,,"Guadalajara, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Mario Chavez,"Chavez,Mario",2,,,,,,"Cuernavaca, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Mario Garcia Garcia,"Garcia,Mario Garcia",2,,,,,,"Toluca, MX",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Mario Miki Yoshida,"Miki Yoshida,Mario",2,,,,,,"Chihuahua, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Mario Moises Alvarez,"Alvarez,Mario Moises",2,,,,,,"Apodaca, MX",2006-2013,2006,2013,,,,,,,,,,,,,,,,,,,
Mario Oscar Ramirez,"Ramirez,Mario Oscar",2,,,,,,"Chametla, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Mario Ramirez De Santiago,"Ramirez De Santiago,Mario",2,,,,,,"Mexico City, MX",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Mario Saavedra Aguilar,"Saavedra Aguilar,Mario",2,,,,,,"Mexico City, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Mario Soto Osorio,"Osorio,Mario Soto",2,,,,,,"Tultitlán, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Mario Vega,"Vega,Mario",2,,,,,,"Rancho Enmedio (Estación Müller), MX",2002-2023,2002,2023,,,,,,,,,,,,,,,,,,,
Marisol Aponte Cervantes,"Cervantes,Marisol Aponte",2,,,,,,"Reynosa, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Mark L Whittemore,"Whittemore,Mark L",2,,,,,,"El Paso, US",1996-2010,1996,2010,,,,,,,,,,,,,,,,,,,
Mark Meisenheimer,"Meisenheimer,Mark",2,,,,,,"Newport Beach, US",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Mark R Hammer,"Hammer,Mark R",2,,,,,,"Getzville, US",2007-2016,2007,2016,,,,,,,,,,,,,,,,,,,
Markus Riedinger,"Riedinger,Markus",2,,,,,,"Lichtenau, DE",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Marne Colleen Rasinen,"Rasinen,Marne Colleen",2,,,,,,"Saint Paul, US",2019-2020,2019,2020,,,,,,,,,,,,,,,,,,,
Marquiza SABLON CARRAZANA,"SABLON CARRAZANA,Marquiza",2,,,,,,"Havana, CU",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Martha Alejandra Azcarate Castrellon,"Azcarate Castrellon,Martha Alejandra",2,,,,,,"Querétaro, MX",2007-2021,2007,2021,,,,,,,,,,,,,,,,,,,
Martha Valeria Avila Hernandez,"Avila Hernandez,Martha Valeria",2,,,,,,"Querétaro, MX",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Martin Cisneros Aguirre,"Aguirre,Martin Cisneros",2,,,,,,"Querétaro, MX",2000-2002,2000,2002,,,,,,,,,,,,,,,,,,,
Martin Marino Davila Jimenez,"Davila Jimenez,Martin Marino",2,,,,,,"Puebla, MX",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Martin Pedro Carrasco Zanella,"Zanella,Martin Pedro Carrasco",2,,,,,,"Metepec, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Mary A Skinner,"Skinner,Mary A",2,,,,,,"Waterford, US",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Mary Holmgren,"Holmgren,Mary",2,,,,,,"Somerville, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Mary Parsons,"Parsons,Mary",2,,,,,,"Plano, US",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
Mathieu Frederic Welche,"Welche,Mathieu Frederic",2,,,,,,"Irvine, US",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
Matt Yurkanin,"Yurkanin,Matt",2,,,,,,"Mount Prospect, US",2021-2022,2021,2022,,,,,,,,,,,,,,,,,,,
Matteo Zanaroli,"Zanaroli,Matteo",2,,,,,,"San Lazzaro di Savena, IT",2021-2023,2021,2023,,,,,,,,,,,,,,,,,,,
Matthew RC Miller,"Miller,Matthew RC",2,,,,,,"Cape Girardeau, US",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Matthew Yurgec,"Yurgec,Matthew",2,,,,,,"Bound Brook, US",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Mauricio Benito,"Benito,Mauricio",2,,,,,,"Mexico City, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Mauricio Garcia,"Garcia,Mauricio",2,,,,,,"Mexico City, MX",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Mauricio Ivan Valadez Torres,"Valadez Torres,Mauricio Ivan",2,,,,,,"Coacalco, MX",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
Mauricio MARTINEZ,"MARTINEZ,Mauricio",2,,,,,,"Querétaro, MX",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Mauricio Terrones Maldonado,"Terrones Maldonado,Mauricio",2,,,,,,"Ndrea Kariou, MX",2012-2013,2012,2013,,,,,,,,,,,,,,,,,,,
Mauro P Bidinost,"Bidinost,Mauro P",2,,,,,,"El Paso, US",2013-2016,2013,2016,,,,,,,,,,,,,,,,,,,
Meghan M Krause,"Krause,Meghan M",2,,,,,,"Horicon, US",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
Mehrdad Mahmoudi,"Mahmoudi,Mehrdad",2,,,,,,"Phoenix, US",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Mehtab S Khehra,"Khehra,Mehtab S",2,,,,,,"Edmonton, CA",2009-2010,2009,2010,,,,,,,,,,,,,,,,,,,
Melanie Youschak,"Youschak,Melanie",2,,,,,,"Pont d'Écluse de Morey, US",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Merardo Vela,"Vela,Merardo",2,,,,,,"Ndrea Kariou, MX",2020-2021,2020,2021,,,,,,,,,,,,,,,,,,,
