NOMBRE DEL INVESTIGADOR
"AALI BUJARI,ALI"
"LEYVA DUARTE,JOSE EFREN"
"LEYVA FERNANDEZ,MARCIAL ROBERTO"
"LEYVA FLORES,RENE"
"LEYVA GARCIA,NORBERTO"
"LEYVA GAXIOLA,MARIBEL"
"LEYVA ILLADES,DINORAH"
"LEYVA INZUNZA,ZENAIDA CAROLINA"
"LEYVA JIMENEZ,RAFAEL"
"LEYVA LEON,EDUARDO"
"LEYVA LOPEZ,AHIDEE GUADALUPE"
"REYNA LOPEZ,GEORGINA ELENA"
"LEYVA LUCERO,MANUEL ANDRES"
"LEYVA MADRIGAL,HERIAN ALBERTO"
"LEYVA MADRIGAL,KARLA YERIANA"
"REYNA MARTINEZ,GUSTAVO RAUL"
"LEYVA MIR,SANTOS GERARDO"
"LEYVA MONTIEL,JOSE LUIS"
"LEYVA MORALES,JOSE BELISARIO"
"LEYVA MUNOZ,OLIVIA"
"LEYVA NODAL,YOELSY"
"LEYVA ORASMA,CARLOS"
"LEYVA ORTIZ,JESUS ALBERTO"
"LEYVA OSUNA,BEATRIZ ALICIA"
"LEYVA OVALLE,OTTO RAUL"
"LEYVA PERALTA,MARIO ALBERTO"
"LEYVA PORRAS,CESAR CUTBERTO"
"LEYVA RAMOS,ELISA"
"LEYVA RAMOS,SOCORRO"
"LEYVA RAYON,ELITANIA"
"LEYVA SANCHEZ,HILDA CECILIA"
"LEYVA SOTO,LUIS ALONSO"
"LEYVA TRINIDAD,DORIS ARIANNA"
"LEYVA VALENCIA,IGNACIO"
"LEYVRAZ WALTZ,FRANCOIS ALAIN"
"LEZAMA ALVAREZ,SUSANA"
"VALDEZ CERVANTES,ALFONSO"
"LEZAMA CRUZVILLASANTE,FERNANDO"
"LEZAMA DAVILA,CLAUDIO MANUEL"
"LEZAMA DE LA TORRE,JOSE LUIS"
"LEZAMA DEL VALLE,PABLO"
"LEZAMA GUTIERREZ,ROBERTO"
"LEZAMA LEON,EVANGELINA"
"LEZAMA LEON,MYRNA HORTENCIA"
"LEZAMA PACHECO,JUAN SALVADOR"
"LEZAMA PALACIOS,RUTH ANGELICA"
"LEZAMA RUIZ,NOEMI"
"LEZAMA ZARRAGA,FRANCISCO ROMAN"
"LEZE,FLORENCE GERMAINE JULIA"
"LEZNOV GORBACHEV,ANDREY NIKOLAEVICH"
"LI LIU,XIANGYUE"
"LI ZHANG,XIAOOU"
"LI,XIAOOU"
"LI,YANMEI"
"LINAN CABELLO,MARCO AGUSTIN"
"LIBERT,ANTOINE"
"LIBRADO GONZALEZ,MOISES"
"LICEA AYALA,JUDITH"
"LICEA CLAVERIE,ANGEL"
"LICEA DORANTES,SILVESTRE"
"VALDEZ JIMENEZ,LILIANA"
"LICEA NAVARRO,ALEXEI FEDOROVISH"
"LICEA SALAZAR,JUAN ANTONIO"
"LICEA SANDOVAL,GUILLERMO"
"LICEAGA CASTRO,EDUARDO"
"LICEAGA CASTRO,JESUS ULISES"
"LICON CANO,CARMEN CECILIA"
"LICONA CASSANI,CUAUHTEMOC"
"LICONA LIMON,PAULA"
"LICONA MICHEL,ANGEL"
"LICONA SANCHEZ,TERESA DE JESUS"
"LICONA VALENCIA,ERNESTO"
"LICONA VERA,YUYINI"
"LICONA VITE,CECILIA"
"LIDA,CLARA EUGENIA"
"LIDDIARD CARDENAS,STEFANY"
"LIEDO FERNANDEZ,JOSE PABLO"
"LIENDO STUARDO,RODRIGO RUBEN GREGORIO"
"LIEVANOS DIAZ,JOCELYN ELIZABETH"
"LIFFMAN LIFFMAN,PAUL"
"LIFFMAN,PAUL MICHAEL"
"LIGORRED PERRAMON,JOSE DE CALASANZ"
"LIHT SIGALL,JOSE"
"LIKHANOVA,NATALYA VICTOROVNA"
"LIKHATCHEV LIKHATCHEVA,DMITRI YURI"
"LILLEHAUGEN,BROOK DANIELLE"
"LIM,SU JIN"
"LIMA GOMEZ,VIRGILIO"
"LIMA GONZALEZ,GUADALUPE ARMINDA"
"LIMA MUNOZ,ENRIQUE JAIME"
"LIMA ZEMPOALTECA,ISAIAS"
"LIMAS MARTINEZ,ANDRES GILBERTO"
"LIMON AGUIRRE,FERNANDO"
"LIMON CAMACHO,LEONARDO"
"LIMON COVARRUBIAS,PEDRO"
"LIMON FLORES,ALBERTO YAIRH"
"LIMON LEYVA,PABLO ALBERTO"
"LIMON MAGANA,DAVID"
"LIMON MORALES,OFELIA"
"LIMON OLVERA,SILVIA"
"LIMON ORTEGA,AGUSTIN"
"LIMON PACHECO,JORGE HUMBERTO"
"LIMON PEREZ DE LEON,ILHUICAMINA DANIEL"
"LIMON PRIEGO,YENSEN"
"LIMON RIANO,HECTOR XAVIER"
"LIMON RIVERA,ROGELIO"
"LIMON ROBLES,JORGE"
"LIMON RUIZ,AGENOR"
"LIMON SALVADOR,FRANCISCO"
"LIMON VILLEGAS,EDGAR SAMID"
"LIMONES MERAZ,TOMAS FRANCISCO"
"LIN HO,SHUI WAI"
"LINA MANJARREZ,PEDRO"
"LINACRE ROJAS,LORENA PATRICIA"
"LINAN RICO,ANDROMEDA"
"LINARES ARANDA,MONICO"
"LINARES AVILES,MARIANA ENELIA"
"LINARES BORBOA,RAUL FERNANDO"
"LINARES CERVANTES,IVAN DE JESUS"
"LINARES CULEBRO,ROSA"
"LINARES FLEITES,GLADYS"
"LINARES GABRIEL,ARIADNA"
"LINARES GRACIA,RAUL"
"LINARES HERNANDEZ,IVONNE"
"LINARES MARQUEZ,PASCUAL"
"LINARES OLIVAS,OLIVERIO LEONEL"
"LINARES ROMERO,ROMAN"
"LINARES SANCHEZ,BETSY MALELY"
"LINARES SEGOVIA,BENIGNO"
"LINARES Y MIRANDA,ROBERTO"
"LINCE CAMPILLO,ROSA MARIA"
"LINCOLN STRANGE RESENDIZ,ISABEL"
"LINDIG CISNEROS,ERIKA REBECA"
"LINDIG CISNEROS,ROBERTO ANTONIO"
"LINDNER,LARS"
"LINDON VILLORIA,ALICIA MARTA"
"LINDOR,MOISE"
"LINO GAMINO,JUAN ALFREDO"
"LINO SILVA,LEONARDO SAUL"
"LINS RIBEIRO,GUSTAVO SERGIO"
"LINSALATA,LUCIA"
"LINZAGA ELIZALDE,IRMA"
"LIOT LE CHAPONNIER,CATHERINE ANNICK"
"LIOT,CATHERINE ANNICK"
"LIPOVKA KOSTKO,ANTON ADOLFOVICH"
"LIPOVKA,ANTON"
"LIPOVKA,YULIA"
"LIQUIDANO RODRIGUEZ,MA. DEL CARMEN"
"LIQUITAYA BRICENO,JOSE DIMAS"
"LIRA ALBARRAN,SAUL"
"RENTERIA BARRAGAN,LUIS FERNANDO"
"LIRA BELTRAN,REYNA MARCELA"
"LIRA CAMPOS,ALICIA LUCRECIA"
"LIRA CARMONA,MARIA ROSALIA"
"LIRA CASAS,RAYMUNDO"
"LIRA CHAVEZ,JORGE ARTURO"
"LIRA CORTES,LEONEL"
"LIZARRAGA CELAYA,CARLOS"
"SOLIS GONZALEZ,OBED ANDRES"
"LIRA LARIOS,REGINA"
"LIRA LOPEZ,YAMILE DE LA CRUZ"
"LIRA MANDUJANO,JENNIFER"
"URBAN RAMIREZ,JORGE DE JESUS"
"LIRA ROCHA,ALFONSO SEBASTIAN"
"LIRA RUAN,VERONICA"
"LIRA SAADE,RAFAEL"
"LIRA SALDIVAR,RICARDO HUGO"
"LIRA SAUCEDO,SALVADOR ALEJANDRO"
"SABATH SILVA,ELIZABETH"
"LIRA TORRES,IVAN"
"LIRA,YOLANDA"
"LISBONA GUILLEN,MIGUEL"
"LOESER KAISER,HANNES"
"LISKER YOURKOWITZKY,RUBEN"
"LIST REYES,MAURICIO"
"LIST SANCHEZ,RURIK HERMANN"
"LITHGOW SERRANO,ALMA DEBORA"
"LITHGOW SERRANO,OSCAR WILLIAM"
"LITVAK KING,JAIME"
"LITVINCHEV SEMENOVICH,IGOR"
"LITVINCHEV,IGOR"
"LIU LI,HONG BO"
"LIU SUN,XUEDONG"
"LIU,XIANGJIE"
"SILVAS GARCIA,MARIA IRENE"
"LIY SALMERON,GUSTAVO"
"LIZAMA PEREZ,FABIOLA"
"MIRANDA PEREZ,LUIS ADRIAN"
"LIZAMA QUIJANO,JESUS JOSE"
"LIZAMA SILVA,GLADYS TERESA"
"LIZAMA SOBERANIS,BEATRIZ EUGENIA"
"LIZAMA TZEC,FRANCISCO IVAN"
"LIZAMA UC,GABRIEL"
"LIZANO SOBERON,ESTELA SUSANA"
"LIZANO SOBERON,MARCELA"
"LIZAOLA MONTERRUBIO,JULIETA GABRIELA"
"LIZARAZO ARIAS,DIEGO"
"LIZARAZO CHAPARRO,AUGUSTO CESAR"
"LIZARAZO ORTEGA,CRISTIAN"
"LIZARAZU ALANEZ,EDDY"
"LIZARDI DEL ANGEL,JOSE JOAQUIN"
"LIZARDI GOMEZ,ALEJANDRA GUADALUPE"
"LIZARDI JIMENEZ,MANUEL ALEJANDRO"
"SALAZAR MENDOZA,JAVIER"
"LIZARDI TORT,CECILIA"
"LIZARDO MENDEZ,GONZALO"
"LIZARRAGA BERNAL,ROSA DEL CARMEN"
"LIZARRAGA ESCOBAR,MARCOS"
"LIZARRAGA FERNANDEZ,MARIANO ISIDRO"
"LIZARRAGA GOMEZ,ADOLFO"
"LIZARRAGA GONZALEZ,AMERICA MAGDALENA"
"LIZARRAGA LIZARRAGA,ALEJANDRO"
"LIZARRAGA LOPEZ,JOSE MANUEL"
"LIZARRAGA MADRIGAL,IGNACIO"
"LIZARRAGA MEDINA,EDER GERMAN"
"LIZARRAGA MENDIOLA,LILIANA GUADALUPE"
"LIZARRAGA MORALES,MARIA AMPARO"
"LIZARRAGA MORALES,ROCIO ALFONSINA"
"LIZARRAGA MORAZAN,JUAN RAMON"
"LIZARRAGA NAVARRO,DAVID ANTONIO"
"LIZARRAGA NAVARRO,GLENDA ZOE"
"LIZARRAGA OSUNA,NOEMI"
"LIZARRAGA PARTIDA,MARCIAL LEONARDO"
"LIZARRAGA PEREDA,JOSE FRANCISCO"
"LIZARRAGA PEREZ,YAZMIN GUADALUPE"
"LIZARRAGA REYES,JORGE"
"LIZARRAGA RUSSELL,JOSE RODOLFO"
"LIZARRAGA SALAS,FRAMBEL"
"LIZARRAGA SANCHEZ,FLORIA JOSEFINA"
"LIZARRAGA SANCHEZ,GLENDA JUDITH"
"LIZARRAGA VELAZQUEZ,CYNTHIA ESMERALDA"
"LIZARRAGA VERDUGO,ERIK RENE"
"LIZCANO ZULAICA,CARLOS JAVIER"
"LJUBICA,JASENKO"
"LLADO LARRAGA,DORA MARIA"
"LLAGUNO MUNIVE,MONSERRAT"
"LLAMAS ALONSO,LUIS ANGEL"
"LLAMAS ARECHIGA,BEATRIZ"
"LLAMAS COVARRUBIAS,IRIS MONSERRAT"
"LLAMAS COVARRUBIAS,MARA ANAIS"
"LLAMAS ESTRADA,ARMIDA"
"LLAMAS FELIX,BLANCA ISABEL"
"LLAMAS GARCIA,MIRIAM LIVIER"
"LLAMAS HUITRON,IGNACIO"
"LLAMAS REMBAO,LINDA IRENE"
"LLAMAS RODRIGUEZ,VERONICA TERESA"
"LLAMAS TERRES,ARMANDO RAFAEL"
"LLAMAS VIRAMONTES,JAVIER"
"LLAMOSAS ROSAS,IRVING JOEL"
"LLANDERAL CAZARES,MARIA CELINA MICAELA"
"LLANDERAL MENDOZA,JESUS"
"VILLANUEVA CANONGO,CLAUDIA"
"LLANES CARDENAS,OMAR"
"LLANES CASTILLO,ARTURO"
"LLANES DIAZ,NATHALY"
"LLANES ESPINOZA,WILFRIDO"
"LLANES GIL LOPEZ,DIANA ISIS"
"LLANES ORTIZ,GENNER DE JESUS"
"LLANES SALAZAR,RODRIGO ALEJANDRO"
"LLANES TIZOC,MARIO DANIEL"
"LLANO CIFUENTES,CARLOS MIGUEL"
"LLANO PEREZ,BERNARDO"
"VILLALOBOS ESCOBEDO,JOSE MANUEL"
"LLANOS REYNOSO,LUIS FELIPE MIGUEL"
"LLARENA HERNANDEZ,REGULO CARLOS"
"LLAVEN NUCAMEND,MARIA ELENA"
"ROJAS HERRERA,RAFAEL ANTONIO"
"LLERAR MEZA,GERONIMO"
"LLINAS ALVAREZ,EDGAR"
"LLORENTE BOUSQUETS,ADRIANA DE NUESTRA SENORA DEL"
"LLORENTE BOUSQUETS,JORGE ENRIQUE"
"LLORENTE PETERS,LUIS GUILLERMO"
"LLORET CARRILLO,ANTONIO RODOLFO"
"LLORET SANDOVAL,ALEJANDRO"
"LLORET Y SANCHEZ,LOURDES TERESA"
"LLOVET ABASCAL,JOSE MARIA"
"LLOYD DALEY,JANE DALE"
"LLOYD,MARION WHITNEY"
"LLUCH BELDA,DANIEL"
"LLUCH COTA,DANIEL BERNARDO"
"LLUCH COTA,SALVADOR EMILIO"
"LLUIS RIERA,EMILIO"
"LO BRUTTO,GIUSEPPE"
"LOAEZA LOAEZA,JAQUELINE"
"LOAIZA BRITO,OSCAR GERARDO"
"LOAIZA LEYVA,MARIBEL"
"LOARCA PINA,MA. GUADALUPE FLAVIA"
"LOBATO BAEZ,MARIANA"
"LOBATO CALLEROS,CONSUELO SILVIA OLIVIA"
"LOBATO CALLEROS,MARIA ODETTE"
"LOBATO DE MAGALHAES,TATIANA"
"LOBATO GARCIA MIJAN,IGNACIO NORBERTO"
"LOBATO GARCIA,CARLOS ERNESTO"
"LOBATO MORALES,HUMBERTO"
"LOBATO SANCHEZ,RENE"
"LOBATO VALDESPINO,JUAN CARLOS"
"LOBIT,PHILIPPE CHRISTIAN"
"LOBO GALO,NAUN"
"LOBO OEHMICHEN,RICARDO ALBERTO"
"LOBO SANCHEZ,ANA MARTA DE LOS ANGELES"
"LOBODA,IGOR"
"LOCASTRO HODGKINSON,VIRGINIA BELLE"
"LOCIA ESPINOZA,EDGARDO"
"LOCKE,JESSICA COURTNEY"
"RODRIGUEZ ALVARADO,GERARDO"
"ROMERO PRADO,MARINA MARIA DE JESUS"
"LOERA BURNES,EDMUNDO"
"LOERA CARRIZALES,ISRAEL"
"PONCE CASTANEDA,MARTHA VERONICA"
"LOERA CHAVEZ Y PENICHE,MARGARITA"
"LOERA CORRAL,OCTAVIO"
"LOERA GALLARDO,JESUS"
"LOERA GALLEGOS,HECTOR MANUEL"
"LOERA GONZALEZ,JUAN JAIME FEDERICO"
"LOERA MURO,ABRAHAM"
"SORIA MURILLO,VICTOR MANUEL"
"LOERA PALOMO,RODRIGO"
"LOERA SALCEDO,NEREIDA"
"LOERA SERNA,SANDRA"
"LOERA VALENCIA,RAUL"
"LOEZA ALCOCER,JOSE EMANUEL"
"LOEZA CHIN,LUIS GABRIEL"
"LOEZA CONCHA,HENRY JESUS"
"LOEZA KUK,EMILIANO"
"LOEZA LARA,PEDRO DAMIAN"
"LOEZA LIMON,RUBEN"
"LOPEZ REYES,SANDRA"
"LOEZA SERRANO,SERGIO IVAN"
"LOGBO ALFARO,DALI IXCHEL"
"LOHMEYER LINDNER,GUDRUN HILDEGARD"
"LOHVINOV,HEORHIY"
"LOINARD CORVAISIER,LAURENT RAYMOND"
"LOJERO VEGA,NORMA TRINIDAD"
"VELASCO RODRIGUEZ,VICTOR MANUEL"
"LOMAS ROMERO,LETICIA"
"LOMBARD,JULIEN MICHEL JOSEPH"
"LOMBARDO EARL,GALIA"
"LOMBARDO PEREZ-SALAZAR,SONIA"
"TELLEZ JURADO,ALEJANDRO"
"LOME MALDONADO,MARIA DEL CARMEN AMANDA"
"LOMELI AGRUEL,CLOTILDE"
"LOMELI BANDA,MARCELO ANTONIO"
"LOMELI BRAVO,EDUARDO SEBASTIAN"
"LOMELI BUYOLI,HILDA MARIA"
"LOMELI FLORES,J. REFUGIO"
"LOMELI GAMBOA,SERGIO RODRIGO"
"LOMELI GONZALEZ,ARGIMIRO ARTURO"
"LOMELI GUTIERREZ,RUTH"
"LOMELI JIMENEZ,ALMA JULIANA"
"LOMELI MARTINEZ,SARAH MONSERRAT"
"LOMELI MEILLON,MARIA DE LOS ANGELES DE LA LUZ"
"LOMELI MEJIA,PEDRO ALEJANDRO"
"LOMELI NIETO,JOSE ALVARO"
"LOMELI ORTEGA,CARLOS OMAR"
"LOMELI ORTEGA,HECTOR ERNESTO"
"LOMELI PAYAN,HUMBERTO"
"LOMELI ROSALES,DIEGO ALBERTO"
"LOMELI VANEGAS,LEONARDO"
"LOMNITZ ARONSFRAU,CINNA"
"LONA RAMIREZ,FERNANDO JONATHAN"
"LONDONO MESA,MARIO HERNAN"
"LONDONO RESTREPO,SANDRA MILENA"
"LONDONO TAMAYO,ANDRES ALEJANDRO"
"LONG-SOLIS TOWELL,JANET"
"ORTEGA LARROCEA,MARIA DEL PILAR"
"LONGHITANO PIAZZA,SABINA"
"LONGINOTTI,ANNA LIA"
"LONGORIA ESPINOZA,ROSA MARIA"
"LONGORIA GANDARA,LUIS CARLOS"
"LONGORIA GANDARA,OMAR HUMBERTO"
"LONGORIA RAMIREZ,RIGOBERTO"
"LOO YAU,JOSE RAUL"
"RIOS VALENCIA,DIANA GABRIELA"
"LOPE BLANCH,JUAN MIGUEL"
"LOPEZ  MESTAS CAMBEROS,MARTHA LORENZA"
"LOPEZ ACEVEDO,GLADYS CRISTINA"
"LOPEZ TAPIA,HECTOR JUAN CARLOS"
"LOPEZ OLVERA,CARMEN PATRICIA"
"LOPEZ ACUNA,LUS MERCEDES"
"LOPEZ AGUAYO,SERVANDO"
"LOPEZ AGUILAR,CLAUDIA"
"LOPEZ AGUILAR,DAVID RAUL"
"LOPEZ AGUILAR,HECTOR ALFREDO"
"LOPEZ AGUILAR,HERIBERTO BENITO"
"LOPEZ AGUILAR,JOSE ESTEBAN"
"LOPEZ AHUMADA,GUADALUPE AMANDA"
"LOPEZ AISPURO,CARLOS VLADIMIR"
"LOPEZ GALAN,OSCAR ALBERTO"
"LOPEZ ALARCON,MARDIA GUADALUPE"
"LOPEZ ALBARRAN,PABLO"
"LOPEZ ALCAIDE,SAUL"
"LOPEZ ALCANTARA,RUTH"
"PERALTA ROMERO,JOSE DE JESUS"
"LOPEZ BRIONES,JOSE SERGIO"
"LOPEZ CASTRO,VERONICA ITZEL"
"LOPEZ ALONZO,SALVADOR JESUS"
"LOPEZ ALTAMIRANO,OTNIEL JOSAFAT"
"LOPEZ ALTARRIBA,ELISENDA"
"LOPEZ ALVARADO,MONICA PATRICIA"
"LOPEZ MARTINEZ,BRICEIDA"
"LOPEZ ALVAREZ,GUADALUPE SOLEDAD"
"LOPEZ MONTIEL,ANGEL GUSTAVO"
"LOPEZ SEGOVIANO,GABRIEL"
"LOPEZ APARICIO,JEHU"
"LOPEZ MEZA,JOEL EDMUNDO"
"LOPEZ ARAIZA HERNANDEZ,DELIA PATRICIA"
"LOPEZ ARAUJO,DANIELA JUANITA"
"LOPEZ MARES,LOURDES MARCELA"
"LOPEZ AREVALO,IVAN"
"LOPEZ AREVALO,JORGE ALBERTO"
"LOPEZ ARGUELLES,JESUS ERNESTO"
"LOPEZ ARMAS,GABRIELA DEL CARMEN"
"LOPEZ ARREDONDO,DAMAR LIZBETH"
"LOPEZ ARRIAGA,JERONIMO AMADO"
"LOPEZ MARTINEZ,JOSE ISRAEL"
"LOPEZ ARTEAGA,RAFAEL EDUARDO"
"LOPEZ ASPEITIA,LUIS ERNESTO"
"LOPEZ AUSTIN,ALFREDO FEDERICO"
"LOPEZ AVALOS,GLADYS GUADALUPE"
"LOPEZ CALVA,JUAN MARTIN"
"LOPEZ AVENDANO,JESUS ENRIQUE"
"LOPEZ AVILA,ANDRES"
"LOPEZ OLIVA,JOSE  GUADALUPE"
"LOPEZ VIDAL,OMAR ROBERTO"
"LOPEZ AYMES,JUAN FELIPE"
"LOPEZ BADANO,CECILIA MARIA TERESA"
"LOPEZ BADILLO,CLAUDIA MAGDALENA"
"LOPEZ BADILLO,EMIR"
"LOPEZ JUAREZ,ISMAEL"
"LOPEZ BALDERAS,NAYALI ALEJANDRA"
"LOPEZ BALTAZAR,ENRIQUE ALEJANDRO"
"LOPEZ SALAZAR,PRIMAVERA"
"LOPEZ BANUELOS,RUBEN HORACIO"
"LOPEZ BARBOSA,LORENZO ALEJANDRO"
"LOPEZ BARBOSA,RUTILIO RODOLFO"
"LOPEZ RANGEL,RAFAEL FRANCISCO JAVIER"
"LOPEZ BARRADAS,ADRIANA MARGARITA"
"LOPEZ BARRAZA,ARTURO"
"LOPEZ BARRERA,LAURA DENISE"
"LOPEZ BARRETO,MAURICIO FELICIANO"
"LOPEZ BARRIGUETE,JESUS EDUARDO"
"LOPEZ BARRON,AURELIO ENRIQUE"
"LOPEZ BARROSO,JUVENTINO"
"LOPEZ BASAVE,HORACIO NOE"
"LOPEZ BONILLA,OSCAR ROBERTO"
"LOPEZ BAUTISTA,PEDRO RICARDO"
"LOPEZ BAUTISTA,FABIOLA"
"LOPEZ BAYGHEN PATINO,ESTHER IVONNE"
"LOPEZ BECERRA,CLAUDIA"
"LOPEZ HERNANDEZ,KARLA MARIA"
"LOPEZ BELTRAN,FIDENCIO"
"LOPEZ BENITEZ,ALFONSO"
"LOPEZ BETANCOURT,ALICIA"
"LOPEZ BETANCUR,DANIELA PAOLA"
"LOPEZ BINNQUIST,ROSAURA CITLALLI"
"LOPEZ BLANCAS,EDUARDO"
"LOPEZ BOJORQUEZ,LUCIA"
"LOPEZ BOLANOS,ALEJANDRO CESAR"
"LOPEZ SANTIAGO,RUBEN"
"LOPEZ BOTELLO,FELISA YERIM"
"LOPEZ BOTELLO,OMAR EDUARDO"
"LOPEZ BRIONES,HUGO EDWIN"
"LOPEZ BUCIO,JESUS SALVADOR"
"LOPEZ COLLADO,JOSE"
"LOPEZ BUENFIL,JOSE ABEL"
"LOPEZ CHAN,OSCAR ALFREDO"
"PEREZ ESCAMIROSA,FERNANDO"
"LOPEZ CAAMAL,MARIA EUGENIA"
"LOPEZ CABALLERO,GUADALUPE IRILIANA"
"LOPEZ CABALLERO,JORGE DAMIAN"
"LOPEZ CABALLERO,VITERVO"
"LOPEZ CABANILLAS LOMELI,MANUEL"
"LOPEZ CABRERA,RENE SALVADOR"
"LOPEZ CABRERA,MILDRED VANESSA"
"LOPEZ CAJUN,CARLOS SANTIAGO"
"LOPEZ CALDERON,HECTOR DANIEL"
"LOPEZ CALDERON,MAGALI JEANETH"
"LOPEZ CALLEJA,ALBERTO CRISTIAN"
"LOPEZ CALLEJAS,RAYMUNDO"
"LOPEZ CALOCA,ALEJANDRA AURELIA"
"LOPEZ CALVO,HERWING ZETH"
"LOPEZ CAMACHO,EUNICE"
"LOPEZ CAMACHO,PERLA YOLANDA"
"LOPEZ CAMARA RAMIREZ,DIEGO"
"LOPEZ Y CAMARA,VICTOR ENRIQUE"
"LOPEZ CAMARILLO,MARIO CESAR"
"LOPEZ CAMPOS,MONICA ALEJANDRA"
"LOPEZ CAMPOS,RAUL GUILLERMO"
"LOPEZ CANALES,JORGE SKIOLD"
"LOPEZ CISNEROS,MANUEL ANTONIO"
"LOPEZ CANOVAS,LILIA"
"LOPEZ CANTO,LEONOR ELENA"
"LOPEZ MARISCAL,JUAN MANUEL"
"LOPEZ CARRILLO,LIZBETH TERESITA"
"LOPEZ CARRILLO,OSCAR RAMON"
"SALAZAR MAGALLON,JESUS ANTONIO"
"LOPEZ CASAMICHANA,MAVIL"
"LOPEZ CASTANARES,RAFAEL"
"LOPEZ CASTANEDA,SANDRA EDITH"
"LOPEZ CASTELLANOS,MAYOLO ALBERTO"
"SANCHEZ CASTILLO,LAURA ROSA MARGARITA"
"LOPEZ CASTRO,HERMENEGILDO FLORENTINO"
"LOPEZ CASTRO,YLIANA"
"LOPEZ CAUDANA,EDGAR OMAR"
"LOPEZ CAZARES,MARIA IRENE"
"LOPEZ CERINO,IGNACIO"
"LOPEZ CERVANTES,MALAQUIAS"
"LOPEZ CHARCAS,OSBALDO"
"LOPEZ CHARRETON,SUSANA"
"LOPEZ CHAU,ASDRUBAL"
"PONCE COVARRUBIAS,JOSE LUIS"
"LOPEZ CHAVARRIA,SANDRA"
"LOPEZ CHAVEZ,BEATRIZ ADRIANA"
"LOPEZ CHAVEZ,JUAN"
"LOPEZ CHIPRES,EDGAR"
"LOPEZ CUENCA,ALBERTO JAVIER"
"LOPEZ CHURATA,ROGER IVANODIK JUAN"
"LOPEZ CISNEROS,MARTIN"
"LOPEZ COBA,ERMILO HUMBERTO"
"LOPEZ COBENAS,ALBERTO ENRIQUE"
"LOPEZ COLLADO,CATALINO JORGE"
"LOPEZ COLOMBO,AURELIO"
"LOPEZ JARAMILLO,ANA MARIA"
"LOPEZ CONTRERAS,CRUZ"
"LOPEZ CONTRERAS,LUILLI ANTONIO"
"LOPEZ CORIA,MONTSERRAT"
"LOPEZ CORNEJO,MONSERRAT SOFIA"
"LOPEZ CORONA,BETZABE EBENHEZER"
"LOPEZ CORONA,OLIVER XAVIER"
"LOPEZ ORONA,CARLOS ALFONSO"
"LOPEZ CORRAL,ESTHER"
"LOPEZ CORTES,DAVID JAVIER"
"LOPEZ CORTES,ELISEO"
"LOPEZ CORTES,INDIRA YARELY"
"LOPEZ CORTES,VICENTE ARTURO"
"LOPEZ CORTEZ,JESUS ESPERANZA"
"LOPEZ CORTEZ,MA. DEL SOCORRO"
"LOPEZ MORELOS,VICTOR HUGO"
"LOPEZ CORTINA,SUSANA THELMA"
"LOPEZ CRUZ,IRINEO LORENZO"
"LOPEZ CRUZ,JUANA YOLANDA"
"LOPEZ CRUZ,NAZARIO"
"VELAZQUEZ CRUZ,RAFAEL"
"LOPEZ CRUZ,ROBERTO ISAAC"
"LOPEZ CRUZ-ABEYRO,JOSE"
"LOPEZ CUELLAR,ENRIQUE MANUEL"
"LOPEZ VANCELL,MARIA DEL ROSARIO"
"LOPEZ CUEVAS,ARMANDO"
"LOPEZ DE ALBA,PEDRO LUIS"
"LOPEZ DE ASIAIN ALBERICH,MARIA"
"LOPEZ DE BUEN,LORENA"
"LOPEZ DE HARO,MARIANO"
"LOPEZ DELGADO,HUMBERTO ANTONIO"
"LOPEZ DE LA CRUZ,JESUS"
"LOPEZ DE LA FUENTE,MARTHA SALOME"
"LOPEZ DE LA MADRID,MARIA CRISTINA"
"LOPEZ DE LA MORA,DAVID ALEJANDRO"
"LOPEZ DE LA PENA,HAYDEE YAJAIRA"
"LOPEZ DE LA TORRE,CARLOS FERNANDO"
"LOPEZ DE LA TORRE,LAURA LIZETH"
"LOPEZ DE LARA ESPINOSA,DAINZU"
"LOPEZ DE LUNA,MIGUEL"
"LOPEZ DE MEDRANO ALVAREZ,LUCIA"
"LOPEZ DE MEDRANO SANCHEZ,SANTIAGO"
"LOPEZ DE PAZ,PASCUAL"
"LOPEZ DEL CASTILLO LOZANO,MICLOTH"
"LOPEZ DEL PUERTO DE LA GARZA,MARIE"
"LOPEZ DELGADILLO,EDGAR"
"LOPEZ DELGADO,MANUEL"
"LOPEZ DELGADO,VERONICA"
"LOPEZ DELLAMARY TORAL,FERNANDO ANTONIO"
"LOPEZ DIAZ GUERRERO,NORMA EDITH"
"LOPEZ GARCIA,KARLA SELENE"
"LOPEZ DIAZ,DULCE CELESTE"
"LOPEZ DIAZ,TOMAS DAVID"
"LOPEZ DIEGUEZ,YANELIS"
"LOPEZ DOMINGUEZ,JAIME"
"LOPEZ DONCEL,RUBEN ALFONSO"
"LOPEZ DORAME,DIEGO"
"LOPEZ DURAN,ROSALIO"
"LOPEZ ELIZALDE,RAMIRO"
"LOPEZ ESCOBEDO,FERNANDA"
"LOPEZ ESPANA,RICARDO GUILLERMO"
"LOPEZ ESPINOSA,JOSE RICARDO"
"LOPEZ ESPINOSA,RAUL HOMERO"
"LOPEZ ESPINOSA,SUSANA"
"LOPEZ ESPINOZA,ERIKA DANAE"
"LOPEZ ESTOPIER,ROSA ELVIA"
